createTime|dependencyTime|fromId|toId|amount
1670267757902|1661840604131|4827577325564461186|273312202386046976|7171119.26
1670268130007|1670049522925|4731875833482839733|4911738343600947955|4561588.78
1670268265897|1668839689889|4842214024353415984|296111675499610556|9017215.98
1670269164526|1670214085522|300615275126980804|4890627720347648300|1530061.48
1670269712733|1656966156943|4869235622117639110|182958734861927045|6991640.81
1670269841996|1670138203420|4912019818577658491|4842214024353415624|2966597.32
1670270260489|1655079153555|4863043172630003964|4768467580455224066|3590672.05
1670271847663|1667390630008|4814629476635771544|4903012619322917615|8443305.11
1670272764915|1668456263956|4776630354779833924|294704300616057420|4605643.99
1670273353358|1665923565745|4898227544718836684|4840525174493152111|91550.36
1670274690467|1670214085522|300615275126980804|4906390319043446320|2732366.63
1670274729162|1663832515095|4798303927986554536|4891472145277781644|6382118.42
1670274939716|1669369553945|4909486543787263143|4846717623980785955|9820165.04
1670275324658|1658538622573|4874302171698430700|4792392953475629222|8849707.03
1670276057198|1667602185071|4903857044253049974|4833488300075385527|1368914.0
1670276279419|1669755307816|4910612443694104927|289637751035265186|3879308.7
1670276672121|1668882916774|4725964858971915631|4907797693926998510|6224878.73
1670276865154|1670138203420|4912019818577658491|4792392953475629222|8914084.22
1670278132545|1670138203420|4912019818577658491|4881057571139486101|8348467.4
1670278752062|1668882916774|4900197869555810520|4907797693926998510|4321878.21
1670278856142|1669262540948|4909205068810551436|293296925732504363|1227371.71
1670278970756|1669441938688|4909768018763972794|287667426198290867|5223478.82
1670279008264|1668456263956|264586478108016903|294704300616057420|4347159.2
1670279234602|1661840604131|264305003131306074|273312202386046976|6613192.9
1670279312973|1651566841850|4851502698584867095|4752423506782717267|3831091.69
1670279372293|1666692799594|4900760819509233272|235876030483530404|3790587.63
1670279615531|1670131910566|300333800150270434|4769593480362066231|7065081.52
1670280162878|1667998154724|4777193304733253832|293296925732504363|979275.13
1670280338925|1670138203420|4912019818577658491|4836584524819202784|472301.25
1670280599286|1667113900355|4902168194392786035|227994731135631526|9443390.46
1670281284691|1664296230354|4703728335811772683|4892879520161333465|6725036.59
1670283233848|1669999475512|4911456868624237408|4793518853382472927|9941956.32
1670285499021|1670285030031|4912582768531080855|4792392953475629222|2139570.4
1670286514606|1664827847863|4894568370021597807|4800555727800238725|4916189.58
1670287056603|1670131910566|300333800150270434|4883309370953172340|6708738.32
1670287591108|1665815125433|4703165385858351210|4897946069742125780|2408396.86
1670287742194|1670138203420|4912019818577658491|4751016131899162894|1651129.72
1670288456105|1659780871531|4878242821372380722|4765652830688117988|4653353.31
1670288671408|1659780871531|4878242821372380722|4850939748631446486|4146828.46
1670290341903|1656469398114|184084634768769254|4867546772257375499|4514581.22
1670290651312|1662574957087|275564002199732465|4887250020627121729|9651814.75
1670291374412|1668812546903|4907516218950287375|4751016131899162894|8831044.06
1670292639246|1666692407138|4900760819509232547|75716768735167298|5910913.45
1670293815239|1668882916774|4793800328359183126|4907797693926998510|1839109.97
1670295008567|1659597874507|4877679871418958676|4866139397373822141|3879027.14
1670295653676|1670251551891|4912301293554368932|247135029551956614|2273441.67
1670295711837|1667065264939|259238453550514893|4901886719416074961|1337588.12
1670295912667|1666843547095|4739194182877315106|289637751035265186|4799461.88
1670296258776|1667393515578|4903012619322918204|4816599801472746629|2269702.79
1670296336819|1665199343459|4835177149935648913|284289726477762825|4930608.97
1670296607407|1667347587790|291326600895529250|4793518853382472927|9980263.2
1670296678227|1668297613842|4906108844066735428|4765652830688117988|2010309.34
1670296889445|1655278230483|162692536538759272|4863606122583425975|9671310.28
1670298067056|1669249568829|4909205068810551867|4886968545650409659|3829045.1
1670298799444|1664569416836|4614219293217785425|4893723945091466852|9517824.69
1670298854957|1665959926640|286823001268158878|4853473023421843038|4799217.54
1670299535877|1668456263956|4873739221745009054|294704300616057420|1804459.84
1670300345298|1670239539476|4912301293554369673|4877961346395669571|7950481.73
1670300854008|1662828484868|276408427129864452|4846717623980785955|4510330.41
1670301793636|1665424895732|4889501820440806330|4896538694858573544|235737.78
1670302098919|1667002547073|4809844402031690093|290200700988686944|3526079.37
1670304704319|1665854603920|4897946069742126540|4729342558692442175|5578447.51
1670305181509|1670138203420|4912019818577658491|4730749933575996214|2638012.24
1670305542640|1668942394538|4908079168903710161|4890627720347648300|2991403.68
1670305784485|1668615702649|295267250569478747|4904419994206471190|9463256.59
1670306374614|1670285030031|4912582768531080855|4883309370953172340|8508403.18
1670306645303|1667065264939|4752423506782717011|4901886719416074961|7141189.0
1670308111740|1648602408575|4698098836277561035|4841932549376704541|3097578.62
1670308245063|1665247936444|4895975744905150645|4869235622117638563|8553715.49
1670308663755|1662574957087|209698857649439283|4887250020627121729|4991652.46
1670309302563|1667998154724|145241087982699245|293296925732504363|1223570.42
1670310019773|1667602185071|4903857044253049974|4902731144346206797|3368700.86
1670310310783|1670278009490|162692536538759272|4912301293554369723|6713934.72
1670310787824|1648686079560|4842214024353415984|113434415614394918|5765966.31
1670310816685|1632405906406|4789296728731812456|4752423506782717267|1748157.04
1670311952339|1668790474621|295830200522899713|4721742734321254459|2287152.29
1670312694707|1667292474356|4614219293217785425|4902731144346206797|2169411.07
1670313689768|1664361695434|281474976710656003|4887250020627121729|2077148.41
1670314100886|1668190976466|293859875685925067|4866983822303954556|2296599.14
1670314474645|1668421531625|4698098836277561035|4906390319043445214|5535354.66
1670316194612|1667002547073|4761712181014168593|290200700988686944|7055185.88
1670317175681|1670130315040|4912019818577659061|4768186105478513052|6000406.35
1670317817678|1666295277496|4895975744905150645|287667426198290867|8221771.25
1670318210652|1668193697986|4852347123514999718|4905545894113314009|1170957.4
1670318404054|1657383463971|4870361522024481950|4793518853382472927|1969267.24
1670318456090|1660946587379|4882183471046329923|77968568548851741|7350496.91
1670319494805|1666803857662|289356276058554644|288511851128422878|2197861.14
1670319825922|1669527461248|4910049493740683975|281474976710656546|3738263.86
1670322176054|1670214085522|300615275126980804|233905705646555644|4259577.97
1670322244545|1662152779939|274156627316179708|4836584524819202784|2807821.98
1670322349150|1643961170723|4761149231060747533|4826732900634329120|9720907.06
1670323709521|1662659087133|4819414551239852656|4887531495603831287|9310252.49
1670323830799|1661284624609|256423703783407860|4883027895976461576|8636545.76
1670324773223|1669076369245|4908642118857130034|4901886719416074961|8400210.64
1670325061806|1668456263956|4825325525750776525|294704300616057420|1025152.9
1670325414451|1668421531625|4872050371884745358|4906390319043445214|572516.4
1670325739216|1670278009490|181551359978373235|4912301293554369723|2916909.89
1670325827338|1669249568829|4909205068810551867|285978576338026822|1601877.88
1670325957732|1666662620422|4900760819509231908|285978576338026555|793278.12
1670327529670|1670214085522|300615275126980804|150307637563490574|8486947.31
1670328251957|1668456263956|229402106019185420|294704300616057420|9810084.16
1670329139762|1669523116536|4910049493740684993|4881057571139486101|3836752.47
1670329416799|1663825294738|4891472145277781102|4784793129104441598|4564268.3
1670329447159|1669373867881|4781978379337335417|4909486543787261963|2133160.4
1670330525468|1648078917090|4840243699516440940|218424581927469792|8705771.74
1670331096248|1665815125433|90353467524121172|4897946069742125780|3717144.97
1670331367250|1670138203420|4912019818577658491|4883309370953172340|1395867.03
1670331555427|1668192943214|4905545894113314197|218424581927469792|8099985.76
1670331576035|1668456263956|4873457746768298137|294704300616057420|2453563.56
1670332338347|1668297698348|166070236259287552|4906108844066734524|3954183.64
1670332598050|1670246159553|4912301293554369196|4904982944159892761|5094969.32
1670333388881|1669523116536|4910049493740684993|264586478108016651|9087544.59
1670334414444|1667393515578|4903012619322918204|254734853923143961|8152518.41
1670335010099|1669831397184|4910893918670816194|264586478108017364|1742048.49
1670335523776|1651039174073|4849813848724603590|4816599801472746629|3430623.42
1670335658774|1656658440825|4799429827893396870|4868109722210796905|2305630.23
1670335731622|1669721632299|4910612443694105101|224617031415104267|2332040.68
1670336386535|1667676090336|150307637563490439|292171025825661441|6481160.93
1670336559401|1667602185071|4903857044253049974|4890627720347648300|9423389.67
1670337484662|1667065264939|184084634768769254|4901886719416074961|2668806.15
1670337682083|1668812546903|4907516218950287375|4881339046116196860|3942035.53
1670337793270|1668456263956|4814348001659060534|294704300616057420|6900084.55
1670338141357|1670138203420|4912019818577658491|4782259854314047006|1821387.6
1670340381008|1665424895732|4883872320906592286|4896538694858573544|6890175.15
1670340778290|1667791494164|278097276990128887|4904419994206471190|5261305.7
1670341173709|1653776398518|4858821047979344420|231653905832870639|5537978.17
1670341378133|1670138203420|4912019818577658491|124693414682821102|72254.06
1670341868218|1669658495472|298644950290006672|4893160995138044683|6245198.86
1670342427316|1653596208067|235876030483529847|4858258098025923483|5526752.61
1670342514141|1665558808496|4897101644811993346|124693414682821102|5288788.3
1670342730120|1632569962487|4696128511440585500|4789578203708523104|747466.79
1670344799100|1668190976466|293859875685925067|4818007176356300028|8619464.45
1670345153654|1669658495472|298644950290006672|4729342558692442175|4672597.44
1670345442149|1667113900355|4902168194392786035|4670232813583204413|4916379.16
1670345475568|1667002547073|287104476244869892|290200700988686944|2059780.66
1670345788943|1669441938688|4909768018763972794|216735732067205942|9697015.29
1670346270307|1664359140996|277534327036707348|4893160995138044683|704660.62
1670346372483|1670016863106|291326600895529250|4911456868624238275|4742619.57
1670346435698|1669031848162|4908360643880419575|4842214024353415624|6406304.87
1670348061192|1670251551891|4912301293554368932|4743979257481397272|2587472.56
1670349193587|1664178703675|4791267053568788004|4892598045184624074|9176612.7
1670349674851|1665854603920|4897946069742126540|284289726477762825|5674404.67
1670350787898|1670207203229|300615275126981055|266275327968281103|6481144.57
1670351970854|1657050068328|226868831228789044|257549603690250602|6942024.96
1670352532145|1668456263956|4850939748631446094|294704300616057420|1434678.33
1670352764677|1667998154724|162411061562049342|293296925732504363|9223369.82
1670353520878|1668763492857|4837147474772625073|295830200522900094|6609551.44
1670354066674|1668497628617|294985775592767861|4670232813583204413|737876.11
1670354780318|1669050382404|296674625453031449|285978576338026555|4444566.11
1670354892890|1664548368770|4840243699516442324|282037926664077571|998614.31
1670354989768|1670050405974|4911738343600948678|4743979257481397272|2130410.19
1670356454100|1669658495472|298644950290006672|4836584524819202784|3549509.5
1670356557329|1666488113404|4900197869555811874|233342755693133887|5065558.67
1670356925793|1655278230483|4814629476635771544|4863606122583425975|2841922.77
1670357043430|1662182167138|4886124120720279129|77968568548851741|6882215.73
1670357367640|1662574957087|275564002199732465|4887250020627121729|6760036.13
1670357909150|1657002946863|4847562048910918421|4869235622117638563|9410307.59
1670358111008|1668193697986|4739194182877315106|4905545894113314009|3317520.76
1670358886683|1653955857250|4859383997932766838|4858258098025923483|4432639.43
1670359235745|1657520223939|4870924471977903287|219550481834311735|4383561.16
1670359433965|1666699631331|4870642997001192253|4900760819509232430|1793164.68
1670359621904|1667791494164|4883872320906593959|4904419994206471190|7803497.46
1670359785349|1667292474356|162692536538759272|4902731144346206797|8299800.48
1670360092129|1663523691117|4890346245370938337|4782259854314047006|9459222.9
1670360133541|1669755307816|4910612443694104927|4804496377474187777|9236348.67
1670360835503|1669721632299|4910612443694105101|4791267053568787629|7725414.15
1670361708132|1667791494164|4825044050774066358|4904419994206471190|8941591.51
1670361741007|1666295277496|184084634768769254|287667426198290867|6296814.29
1670361776200|1669369553945|4909486543787263143|264586478108017364|2015641.14
1670361802887|1670138203420|4912019818577658491|4832643875145253189|2569321.13
1670362059671|1666077958421|287104476244869151|282037926664077571|5149291.41
1670362091109|1668377543868|4906108844066735574|4881057571139486101|896668.19
1670362361180|1669112798760|296956100429742582|4836584524819202784|8092490.87
1670362612645|1667676090336|4846154674027365736|292171025825661441|3360852.14
1670363317978|1668193697986|256423703783408196|4905545894113314009|5978214.26
1670363991880|1646583237519|223491131508261359|4712454060089803388|1002448.62
1670364047782|1669618278202|4910330968717394812|204632308068646934|169802.28
1670364219975|1667630511166|4827295850587752130|4903857044253049057|8393874.05
1670364774804|1670278009490|271060402572361904|4912301293554369723|9358437.81
1670365196233|1670285030031|4912582768531080855|4904419994206471190|5529351.07
1670365237727|1669383758747|4909486543787262732|4769593480362066231|5330601.05
1670365485921|1669395911592|297800525359874822|4840525174493152111|6997961.83
1670365981132|1668763492857|271060402572361904|295830200522900094|1217973.53
1670365989758|1670207203229|300615275126981055|4893723945091466852|7994931.87
1670366140883|1666956604654|4901605244439364629|4869235622117638563|6664051.27
1670366705989|1649438542244|4673891988280443381|4844465824167100851|2734297.83
1670366710654|1664293682167|4892879520161334701|4842214024353415624|1772174.24
1670367004603|1669827421664|299207900243427679|279223176896971052|3753098.98
1670367382790|1666843547095|4851502698584866971|289637751035265186|8228521.44
1670367504862|1667393515578|4903012619322918204|4644055640749114719|970390.71
1670367557766|1667194246244|4902449669369496522|4804496377474187777|1777299.36
1670368538809|1668297613842|4906108844066735428|4826732900634329120|3513896.01
1670369293130|1659154473345|256142228806697564|264586478108017364|5837364.28
1670369453604|1670138203420|4912019818577658491|4891472145277781644|6071621.03
1670369912057|1668830519831|4907797693926998538|4833488300075385527|6322170.78
1670370629409|1670138203420|4912019818577658491|4896538694858573544|7184851.81
1670370637060|1661450752780|4883590845929883171|4866983822303954556|1042012.83
1670371922335|1668386310309|4906390319043445019|293015450755793570|4875105.7
1670372005153|1663554191811|90353467524121172|4890627720347648300|8397041.32
1670372419928|1655013266216|251075679225905953|4856850723142370998|8436546.55
1670372701118|1668038339490|4905264419136603175|4881057571139486481|6746406.19
1670372980019|1668389132112|41939771529888100|4906390319043446320|8897014.27
1670372982622|1653903699261|4821947826030249295|4859102522956056255|6288256.96
1670373432345|1651045432743|238127830297215073|231653905832870639|2963199.96
1670373890378|1662663946328|4887531495603830874|75716768735167298|8316112.83
1670374311656|1667113900355|4902168194392786035|4895694269928440067|6966883.02
1670375092520|1668193697986|4779445104546939854|4905545894113314009|9113102.71
1670375405164|1656386479131|255579278853276190|4789578203708523104|1582024.62
1670376649428|1661541290971|4883872320906592286|4872613321838166905|6302892.76
1670377797496|1640828562211|4769030530408645725|4816599801472746629|3378368.83
1670378051750|1670131910566|300333800150270434|4867546772257375499|4971939.29
1670378829974|1663931729391|4862761697653294232|4891753620254491150|8867308.79
1670379033382|1666295277496|4810407351985111865|287667426198290867|1592127.89
1670379223612|1653955308535|56576470318842045|247697979505377497|8738463.65
1670379326763|1668839689889|293859875685925067|296111675499610556|3421352.46
1670380357065|1667884153496|109775240917156585|293015450755793570|4934903.05
1670380463581|1668812546903|4907516218950287375|40532396646334920|7860424.51
1670381602067|1670307368932|300896750103691781|218424581927469792|2861997.31
1670382035044|1667888832869|4868672672164217485|4904701469183181172|3559760.4
1670382168273|1667105073123|4863043172630003753|4902168194392784951|2346485.83
1670383146454|1666484684419|4900197869555811031|4891472145277780325|4046320.83
1670383967814|1667888832869|282882351594209808|4904701469183181172|1936184.9
1670384284438|1670016863106|4821947826030249295|4911456868624238275|3489540.53
1670385393973|1659666466795|257268128713539777|4877961346395669571|5971333.94
1670385546263|1667998154724|264586478108017215|293296925732504363|3054088.01
1670386008848|1666692799594|4900760819509233272|4890627720347648300|8334206.47
1670386534877|1667888832869|4840525174493152518|4904701469183181172|2962939.82
1670386680902|1668882916774|4890064770394227643|4907797693926998510|833407.74
1670387313589|1666940300016|288511851128422880|289919226011976052|250296.77
1670388072675|1668389132112|4651655465120301686|4906390319043446320|4538566.5
1670388152569|1670138203420|4912019818577658491|294704300616057420|9003358.29
1670388204723|1669436443449|4909768018763973132|4768467580455224066|863475.23
1670388455459|1667088106138|4902168194392785407|289919226011976052|7800740.46
1670389066684|1669587197167|4910049493740683688|231653905832870639|8286021.93
1670389318650|1667676090336|256423703783407860|292171025825661441|5348770.59
1670390427797|1660161375775|4879368721279222386|139893063425196086|6184348.45
1670391841231|1670138203420|4912019818577658491|4836584524819202784|1434540.65
1670392341960|1665199343459|214202457276809773|284289726477762825|4584300.17
1670392671841|1667676090336|257549603690251059|292171025825661441|4555646.28
1670393665897|1670130315040|4912019818577659061|4881339046116196860|237080.01
1670394586469|1668830519831|4907797693926998538|292171025825661441|3004005.1
1670394828955|1669527461248|4910049493740683975|151152062493622727|8560803.8
1670395043262|1667998154724|4803933427520767317|293296925732504363|2691412.22
1670396104477|1661541290971|4883872320906592286|4789578203708523104|8178375.06
1670396215909|1664296230354|200691658394697819|4892879520161333465|6423704.8
1670396478345|1668456263956|4696128511440585500|294704300616057420|8239975.59
1670396719245|1667884153496|4625196817309500703|293015450755793570|3389964.2
1670397807907|1669383758747|4909486543787262732|233905705646555725|6252583.36
1670398288670|1670138203420|4912019818577658491|4841932549376704541|9638846.46
1670398305295|1664352555654|41939771529888100|281474976710656546|3662996.76
1670398623020|1667884153496|191684459139957018|293015450755793570|6848231.4
1670399000727|1663831697253|4877398396442248836|4891472145277780325|6312113.3
1670399029959|1666295277496|4819696026216563931|287667426198290867|5467837.01
1670399533281|1660923869834|270215977642229840|139893063425196086|446208.24
1670399763040|1670391292054|4912864243507790855|177610710304424261|9608532.32
1670400012805|1653195550904|4800555727800238154|4856850723142370998|7433761.96
1670400710869|1670050405974|4911738343600948678|296111675499610556|1779826.14
1670401049334|1669587197167|4910049493740683688|4887531495603831287|6253505.96
1670401393037|1664313701893|281193501733945686|4843621399236969543|6678483.35
1670401946127|1664178703675|4880776096162776677|4892598045184624074|1525480.41
1670402434472|1668193697986|90353467524121172|4905545894113314009|5209506.5
1670403696218|1663700805156|262334678294331771|279223176896971052|8253312.37
1670403894132|1667088106138|4902168194392785407|4859102522956056255|2552202.89
1670404147177|1667791494164|264023528154595990|4904419994206471190|7180561.86
1670405499458|1669373867881|4907516218950287375|4909486543787261963|3531060.72
1670405984254|1667243303667|4902449669369497232|4881057571139486481|1304214.8
1670406524175|1667676090336|4811533251891955161|292171025825661441|266757.1
1670406850069|1666192311674|287385951221580423|4843621399236969543|6620574.83
1670407971423|1668450798593|4906390319043445448|4845028774120523422|4240059.94
1670408902674|1668850303819|4907797693926999121|4818007176356300028|7245166.24
1670408928129|1670130315040|4912019818577659061|4877961346395669571|5506807.53
1670409185637|1645695783611|4717802084647305419|4832362400168543532|2143871.28
1670409620759|1664569416836|262334678294331771|4893723945091466852|6124285.8
1670409778042|1670104752729|4911738343600948519|4792392953475629222|5733392.69
1670410007971|1670104752729|4911738343600948519|4784793129104441598|6317119.18
1670410093145|1669960274955|4911456868624237569|295830200522900094|4480282.72
1670410309220|1666335531971|4899634919602390323|247697979505377497|6923517.2
1670410402264|1667884153496|4685432462325580433|293015450755793570|5985202.83
1670411593539|1663554191811|270215977642229840|4890627720347648300|9387914.9
1670412050696|1669441938688|4909768018763972794|233342755693133887|9035917.82
1670412192284|1668456263956|4704009810788484452|294704300616057420|9148869.34
1670412579790|1646036776565|4833488300075385298|113434415614394918|9799241.77
1670413144222|1669208553396|4908923593833841122|4687121312185844640|864147.78
1670413770641|1669059510053|4908360643880419664|281474976710656546|2217443.32
1670413796157|1668942394538|4908079168903710161|4903857044253049057|3968325.89
1670414053922|1670130315040|4912019818577659061|292171025825661441|155266.74
1670414096186|1669025864873|4908360643880420632|4907797693926998510|8373016.08
1670414720335|1669249568829|4909205068810551867|4782259854314047006|5166738.82
1670415307893|1670131910566|300333800150270434|4768186105478513052|5821558.09
1670415500297|1668839689889|4888094445557252651|296111675499610556|6792853.38
1670416236528|1667998154724|4821947826030249295|293296925732504363|4671561.0
1670416909044|1659154473345|116530640358211680|264586478108017364|1292042.69
1670417027126|1666840720295|4900760819509231908|289637751035265550|6656346.18
1670418604682|1667347587790|291326600895529250|4784793129104441598|2436992.84
1670419292452|1668248903182|294141350662635702|4869235622117638563|7725250.15
1670420097318|1667065264939|235876030483529847|4901886719416074961|2925167.65
1670420684523|1670307368932|300896750103691781|4843621399236969543|3518424.22
1670421602949|1665725476846|251075679225905953|285978576338026822|3811431.34
1670421672228|1649418975043|4844465824167101301|219550481834311735|6004442.02
1670422582866|1660683312241|4781978379337335417|4881057571139486101|8381587.82
1670422768431|1669721632299|4910612443694105101|4881339046116196860|2446906.1
1670422931187|1669208553396|4908923593833841122|4832362400168543532|7935737.55
1670422933954|1667194246244|4902449669369496522|4808437027148136470|8399272.69
1670422994933|1670251551891|4912301293554368932|4840525174493152111|3991501.78
1670423322991|1668887854038|4907797693926999296|4869235622117638563|915213.64
1670424145718|1665424895732|4714424384926777576|4896538694858573544|7872480.38
1670425023787|1666556310598|4773815605012726045|288511851128422878|8322617.92
1670425583482|1668192943214|4905545894113314197|4890064770394228018|6973120.25
1670426357068|1647122828884|4837147474772625073|151152062493622727|1017453.09
1670426692787|1666295277496|4892035095231201409|287667426198290867|8837544.54
1670427036031|1668421531625|4819696026216563931|4906390319043445214|3175579.39
1670427642325|1668456263956|4877398396442248156|294704300616057420|178408.66
1670428360140|1669169317818|4908923593833842321|4867546772257375499|2223602.18
1670430601518|1667998154724|4858539573002633657|293296925732504363|9381616.5
1670431514579|1633848784976|4793800328359183126|4772689705105883970|9763153.23
1670431569206|1665424895732|4871205946954613939|4896538694858573544|3203845.01
1670431693321|1666940300016|4866139397373821631|289919226011976052|3359522.53
1670433607993|1615831359672|123567514775978465|4671921663443468288|4301333.4
1670433860622|1670207203229|300615275126981055|181269885001663159|7239890.13
1670435425121|1667105073123|4877679871418958676|4902168194392784951|6293021.38
1670435651150|1663448381485|4844747299143812033|278378751966839106|7128628.78
1670435868940|1670016863106|4614219293217785425|4911456868624238275|4946262.3
1670435884991|1663006738270|4727372233855467680|4888657395510675050|2692372.06
1670436321509|1664846005535|4865013497466979881|4894849844998308121|3551544.13
1670436636928|1668615702649|295267250569478747|151152062493622671|5926407.53
1670436769926|1621151231315|4713579959996645756|4752423506782717267|8437130.34
1670437617687|1661464430546|4883872320906593959|216735732067205942|8913282.9
1670439100077|1662014112156|4885561170766856377|4808437027148136470|8576726.88
1670439331427|1669373867881|4906108844066735428|4909486543787261963|8001546.13
1670439826157|1664569416836|4870361522024481950|4893723945091466852|9769397.56
1670440918489|1670207203229|300615275126981055|293296925732504363|1926852.61
1670441242663|1664296230354|4855161873282106502|4892879520161333465|1153816.73
1670441788939|1667884153496|133419138960850960|293015450755793570|8496408.07
1670441859226|1669831397184|4910893918670816194|4902168194392784951|1357724.68
1670442843273|1670104752729|4911738343600948519|4768186105478513052|1977648.66
1670442875508|1667602185071|4903857044253049974|235876030483530404|3633176.99
1670442997367|1670130315040|4912019818577659061|4752423506782717267|6739632.19
1670443185830|1627727564979|161285161655206025|4773815605012726531|8540612.47
1670443420782|1669755307816|4910612443694104927|4866983822303954556|6258768.7
1670444999231|1668790474621|295830200522899713|295830200522900094|6913775.19
1670445102998|1659154473345|41939771529888100|264586478108017364|2547830.03
1670445193166|1658976982505|4875709546581984147|4687121312185844640|5462419.48
1670446108653|1668850303819|4907797693926999121|113434415614394918|1141747.06
1670446660819|1668297698348|4789296728731812594|4906108844066734524|9010592.37
1670446836311|1667602185071|4903857044253049974|289637751035265550|4747282.09
1670447234061|1670130315040|4912019818577659061|4782259854314047006|220523.18
1670447294945|1617282442860|4740038607807448321|4709357835345985933|1784718.91
1670447589765|1669597058602|298644950290006066|151152062493622727|7464355.39
1670450448361|1658559931614|4874302171698430014|4841932549376704541|3162697.22
1670451672459|1670050405974|4911738343600948678|4832643875145253189|6958713.06
1670453150105|1661284305756|271341877549072881|4800555727800238725|5937571.26
1670453568434|1667390630008|4739194182877315106|4903012619322917615|4773636.35
1670454170798|1670214085522|300615275126980804|4906390319043446320|9498694.16
1670455555149|1670131910566|300333800150270434|4754112356642981202|6234952.2
1670455753228|1669383758747|4909486543787262732|289637751035265186|5271417.14
1670456344311|1669112798760|296956100429742582|216735732067205942|7524528.17
1670456419227|1666449029905|288230376151711997|4883027895976461576|4375140.02
1670457679029|1665725476846|4851221223608156998|285978576338026822|5043934.81
1670457971856|1667965066465|4855161873282106502|4904982944159892761|6553827.58
1670458661725|1649647575800|4779163629570228603|4845310249097233848|2617422.13
1670458846589|1666937974118|119063915148608087|4901605244439365026|6271681.79
1670459317772|1668193697986|69242844270821492|4905545894113314009|9095475.91
1670459353563|1667113900355|4902168194392786035|4901886719416074961|3548022.31
1670460054591|1670050405974|4911738343600948678|4765652830688117988|5515372.87
1670460210905|1667791494164|4886968545650410916|4904419994206471190|9675346.65
1670461291002|1664352555654|4872050371884745999|281474976710656546|9568931.97
1670462172360|1669369553945|4909486543787263143|92886742314516825|6519767.61
1670463213951|1664548368770|167477611142840514|282037926664077571|1396246.59
1670464735917|1669999475512|4911456868624237408|4842214024353415624|3449732.59
1670464961502|1656581622441|256142228806697564|4721742734321254459|9880874.69
1670465325597|1663139417118|4889220345464095067|4729342558692442175|354554.66
1670465706594|1664595922147|4894005420068176276|275564002199733009|7486464.48
1670466176684|1666692407138|4900760819509232547|77968568548851741|565647.28
1670466312151|1664846005535|4777193304733253832|4894849844998308121|2548561.07
1670466605079|1667347587790|291326600895529250|4867546772257375499|8124806.94
1670467544685|1665721798796|119063915148608312|285978576338026555|4725528.58
1670468388328|1669827421664|299207900243427679|4780852479430492486|4551208.63
1670469382018|1651857522933|4852347123514999718|4671921663443468288|5568235.76
1670470575922|1670239539476|4912301293554369673|4891472145277780325|584879.18
1670470744670|1663434135678|205476732998779743|4890064770394228018|2598618.32
1670470776854|1668421531625|4752423506782716218|4906390319043445214|4198227.11
1670471446273|1664296230354|180988410024952348|4892879520161333465|866428.42
1670471701171|1670131910566|300333800150270434|4843621399236969543|4519738.76
1670472226935|1664178703675|4673891988280443381|4892598045184624074|4937857.33
1670472393774|1665164508502|4833206825098675011|4895694269928440067|2824178.48
1670473551668|1669827421664|299207900243427679|235313080530108603|8070480.13
1670474430464|1667791494164|4854598923328684179|4904419994206471190|4861664.37
1670474514968|1669369553945|4909486543787263143|254734853923143961|8015831.43
1670474576590|1670016863106|260645828434067974|4911456868624238275|3019006.95
1670475151744|1668942394538|4908079168903710161|4892598045184624074|3961414.76
1670475165501|1667998154724|4764808405757986306|293296925732504363|8062806.5
1670475229593|1659154473345|4792392953475630255|264586478108017364|6564368.59
1670475535848|1664595922147|4894005420068176276|4866983822303954556|3871263.47
1670476869139|1669827421664|299207900243427679|4887531495603831287|5416487.93
1670477188080|1670016863106|4890909195324358745|4911456868624238275|2598816.95
1670477627311|1670285030031|4912582768531080855|4845310249097233848|9428800.15
1670478177177|1670251551891|4912301293554368932|4862480222676583858|7589497.09
1670478482085|1666956604654|4901605244439364629|4867546772257375499|9772678.27
1670480041704|1655581234514|252764529086169806|4772689705105883970|8467487.55
1670480416744|1665109006809|4895694269928441165|257549603690250602|3162239.65
1670480744205|1648205053570|4840525174493152518|4818007176356300028|4902509.2
1670480965467|1667998154724|4798022453009843181|293296925732504363|5529332.46
1670481776722|1666383481601|4899634919602390132|4721742734321254459|3678420.98
1670482037174|1668839689889|279786126850392728|296111675499610556|2578029.06
1670482083198|1666699631331|4742290407621133210|4900760819509232430|3192740.84
1670482510226|1666556310598|257268128713540404|288511851128422878|9522544.81
1670484782680|1667113900355|4902168194392786035|4901886719416074961|3779708.69
1670485169576|1657925762135|133419138960850960|260645828434067747|5094929.2
1670485302611|1669827421664|299207900243427679|4890627720347648300|1936823.08
1670485496811|1670246159553|4912301293554369196|4901886719416074961|3379976.07
1670485933578|1669383758747|4909486543787262732|4808437027148136470|9956830.27
1670486004844|1667998154724|4846154674027365983|293296925732504363|7614952.03
1670486043317|1649438542244|4812377676822086064|4844465824167100851|7659203.06
1670487679603|1664750359964|282882351594209808|4671921663443468288|2523335.76
1670488383042|1665247936444|4895975744905150645|282037926664077537|4213874.72
1670488494330|1664316316843|4893160995138045637|4832643875145253189|5084317.85
1670488676650|1668882916774|4887531495603830874|4907797693926998510|8813886.59
1670488779687|1664359140996|4877679871418958676|4893160995138044683|7746714.09
1670489318411|1666940300016|4852065648538289475|289919226011976052|3991930.14
1670490001400|1667998154724|4872331846861455755|293296925732504363|1795491.75
