personId|loanId|createTime|org
4398046513700|4785074604081155509|2021-09-08 23:21:41.971|Patch of Land
4398046515133|4785074604081157435|2021-09-09 05:43:05.498|Prosper
4398046515195|4785074604081157499|2021-09-09 08:38:53.118|LendingPoint
15393162795791|4785074604081161330|2021-09-09 09:24:25.233|Fundrise
6597069772291|4785356079057870257|2021-09-09 13:31:25.186|State Farm Bank
15393162791699|4785356079057866500|2021-09-09 14:06:30.422|SunTrust
13194139540183|4785356079057871922|2021-09-09 16:18:03.456|BlueVine
2199023260217|4785356079057868903|2021-09-09 23:11:54.709|Navy Federal Credit Union
2199023256249|4785356079057863587|2021-09-10 02:46:59.249|Chase Bank
17592186046662|4785356079057865668|2021-09-10 03:05:09.915|Citibank
15393162792791|4785356079057867950|2021-09-10 06:42:33.776|Best Egg
7094|4785356079057872191|2021-09-10 08:32:17.91|SunTrust
6597069772197|4785356079057870119|2021-09-10 09:47:45.368|Kabbage
2199023256406|4785637554034574457|2021-09-10 14:07:39.903|Bank of America
15393162791887|4785637554034577387|2021-09-10 17:26:14.705|Discover
6597069770183|4785637554034578061|2021-09-10 22:53:56.513|Prosper
10995116279848|4785637554034576124|2021-09-11 03:11:29.365|Earnest
431|4785637554034573897|2021-09-11 03:40:04.131|Bank of America
13194139536675|4785637554034577841|2021-09-11 06:58:39.449|Funding Circle
8796093029873|4785637554034583630|2021-09-11 11:55:14.594|Marcus by Goldman Sachs
8796093028113|4785637554034581270|2021-09-11 12:51:35.475|LendingClub
8796093025774|4785919029011288757|2021-09-11 17:59:38.24|Bank of America
13194139533432|4785919029011284145|2021-09-11 19:34:52.075|Avant
10995116284803|4785919029011293437|2021-09-11 20:00:15.966|Wells Fargo
8796093025665|4785919029011288610|2021-09-11 23:05:58.779|Fundbox
10995116285023|4785919029011293739|2021-09-11 23:30:25.506|TD Bank
6597069773459|4785919029011293139|2021-09-12 03:13:43.586|SunTrust
15393162795296|4785919029011292627|2021-09-12 10:45:02.185|Fundrise
6597069773824|4785919029011293596|2021-09-12 12:05:44.913|Upgrade
10995116279311|4785919029011286071|2021-09-12 13:20:20.334|OnDeck
15393162793406|4786200503988000675|2021-09-12 14:37:32.765|Navy Federal Credit Union
6597069766877|4786200503987994937|2021-09-12 20:52:40.252|SunTrust
4398046518712|4786200503988004883|2021-09-12 21:13:48.702|Citibank
10995116283873|4786200503988002858|2021-09-12 21:56:08.872|Kabbage
15393162795467|4786200503988003507|2021-09-12 22:10:02.867|Navy Federal Credit Union
8796093024436|4786200503987997612|2021-09-13 01:31:58.371|LendingPoint
13194139536791|4786200503987999298|2021-09-13 13:07:01.617|Upgrade
8796093026389|4786481978964710888|2021-09-13 14:24:10.095|Bank of America
8796093029300|4786481978964714810|2021-09-13 15:29:24.662|Fundbox
8796093028808|4786481978964714160|2021-09-13 18:39:45.997|Rocket Loans
6597069767234|4786481978964706067|2021-09-13 19:30:13.372|OneMain Financial
10995116285726|4786481978964716033|2021-09-13 21:25:15.188|Upgrade
7479|4786481978964715333|2021-09-14 07:45:07.583|Best Egg
17592186051032|4786481978964714182|2021-09-14 08:27:36.88|Upstart
13194139537924|4786481978964711458|2021-09-14 08:33:26.938|Roofstock
4398046513736|4786763453941419507|2021-09-14 14:42:25.271|Kabbage
5668|4786763453941423591|2021-09-14 19:00:57.414|LendingPoint
6053|4786763453941424092|2021-09-14 22:29:40.594|Roofstock
7492|4786763453941426010|2021-09-15 00:21:10.947|Funding Circle
4398046518570|4786763453941425968|2021-09-15 03:40:18.094|US Bank
17592186051128|4786763453941424970|2021-09-15 10:21:54.136|Best Egg
15393162793351|4787044928918132562|2021-09-15 16:04:50.459|Roofstock
4851|4787044928918133075|2021-09-15 17:53:11.723|Navy Federal Credit Union
13194139535064|4787044928918128957|2021-09-15 18:52:18.91|Patch of Land
8796093026138|4787044928918131888|2021-09-15 22:20:56.721|LendingPoint
17592186049561|4787044928918133500|2021-09-16 07:56:30.342|BlueVine
10995116277974|4787044928918126896|2021-09-16 12:07:20.49|Fundbox
15393162794518|4787326403894844881|2021-09-16 14:47:00.057|Upstart
6732|4787326403894846308|2021-09-16 15:37:35.122|Chase Bank
4398046517627|4787326403894846037|2021-09-16 22:14:13.504|Rocket Loans
10995116279229|4787326403894839254|2021-09-17 01:11:12.279|Chase Bank
6597069773697|4787326403894846713|2021-09-17 01:25:02.449|Avant
4398046518182|4787326403894846760|2021-09-17 01:58:06.775|Chase Bank
15393162791141|4787326403894840312|2021-09-17 05:56:29.593|Marcus by Goldman Sachs
17592186047373|4787326403894841239|2021-09-17 07:17:57.086|Citibank
15393162790456|4787326403894839405|2021-09-17 10:14:35.974|SoFi
6597069769180|4787326403894840667|2021-09-17 12:02:08.025|Prosper
17592186048281|4787326403894842443|2021-09-17 12:58:25.631|OnDeck
4398046515651|4787607878871553966|2021-09-17 14:19:29.631|SoFi
15393162791149|4787607878871550988|2021-09-17 14:25:41.814|US Bank
15393162792776|4787607878871553179|2021-09-17 15:38:04.567|LightStream
10995116279195|4787607878871549855|2021-09-17 16:05:12.275|Citibank
10995116281797|4787607878871553348|2021-09-17 16:20:51.699|Patch of Land
13194139535468|4787607878871550791|2021-09-17 17:38:32.846|Discover
13194139540672|4787607878871557796|2021-09-17 22:07:20.253|RealtyMogul
13194139533780|4787607878871548535|2021-09-18 03:05:01.182|Discover
2199023258948|4787607878871552473|2021-09-18 04:05:18.3|Wells Fargo
13194139537265|4787607878871553239|2021-09-18 04:40:01.824|Patch of Land
15393162792881|4787607878871553328|2021-09-18 08:47:05.233|OnDeck
15393162795266|4787889353848267169|2021-09-18 15:08:59.228|Earnest
6597069770038|4787889353848263110|2021-09-18 17:58:52.452|Upgrade
4877|4787889353848265077|2021-09-18 21:42:42.294|State Farm Bank
13194139536687|4787889353848263103|2021-09-19 02:12:57.331|SunTrust
4398046516705|4787889353848266113|2021-09-19 03:44:28.883|SunTrust
4398046512388|4787889353848260292|2021-09-19 08:44:56.617|Earnest
2199023257143|4787889353848260714|2021-09-19 10:20:24.346|LendingClub
15393162791486|4787889353848262117|2021-09-19 11:27:12.742|Wells Fargo
10995116285615|4788170828824979813|2021-09-19 15:43:05.552|Peerform
15393162793873|4788170828824975931|2021-09-19 17:05:41.93|TD Bank
8796093025377|4788170828824973488|2021-09-19 18:26:45.699|SunTrust
15393162794684|4788170828824977067|2021-09-19 19:01:00.649|SunTrust
6597069774023|4788170828824979121|2021-09-20 04:58:23.011|Prosper
2199023261615|4788170828824977392|2021-09-20 05:06:41.136|Bank of America
13194139533687|4788170828824969714|2021-09-20 05:17:07.785|Fundbox
13194139535640|4788452303801683011|2021-09-20 15:13:50.983|BlueVine
13194139540394|4788452303801689389|2021-09-20 18:45:23.852|SoFi
10995116280546|4788452303801683647|2021-09-20 19:57:23.899|Patch of Land
17592186046820|4788452303801683115|2021-09-20 23:35:50.802|LendingClub
13194139537491|4788452303801685477|2021-09-21 07:32:31.483|Rocket Loans
6597069773377|4788452303801688921|2021-09-21 09:05:10.11|SunTrust
6366|4788733778778399090|2021-09-21 14:52:49.75|Upstart
6597069773104|4788733778778399204|2021-09-21 19:57:34.973|Marcus by Goldman Sachs
8796093024037|4788733778778392986|2021-09-21 19:59:25.205|LendingPoint
4398046519009|4788733778778401201|2021-09-21 22:58:43.588|Discover
13194139534569|4788733778778392222|2021-09-22 01:42:30.278|Prosper
13194139537344|4788733778778395966|2021-09-22 01:46:23.8|RealtyMogul
8796093030082|4788733778778401161|2021-09-22 01:51:00.859|Best Egg
6597069770128|4788733778778395188|2021-09-22 05:38:36.18|Wells Fargo
15393162790210|4788733778778392360|2021-09-22 07:07:49.861|Best Egg
13194139539854|4788733778778399342|2021-09-22 07:24:13.741|Discover
3747|4788733778778395557|2021-09-22 11:46:53.616|Upgrade
13194139538892|4788733778778398052|2021-09-22 12:28:02.284|Rocket Loans
13194139539051|4788733778778398267|2021-09-22 13:10:48.574|Fundrise
10995116284808|4789015253755110665|2021-09-22 14:38:03.849|Best Egg
15393162791486|4789015253755104739|2021-09-22 17:28:43.464|Rocket Loans
8796093029283|4789015253755110692|2021-09-22 18:29:35.764|Funding Circle
8796093026535|4789015253755106947|2021-09-22 20:06:33.019|LendingPoint
4398046516916|4789015253755109022|2021-09-23 02:49:55.693|Fundbox
8796093023196|4789015253755102521|2021-09-23 05:09:35.982|Wells Fargo
8796093030084|4789015253755111824|2021-09-23 11:35:17.63|Citibank
2199023260866|4789015253755108334|2021-09-23 11:42:37.447|LightStream
17592186047825|4789296728731816424|2021-09-23 15:08:15.364|Discover
2199023256395|4789296728731812970|2021-09-23 22:12:54.015|Rocket Loans
13194139534188|4789296728731813013|2021-09-23 22:51:15.189|TD Bank
50|4789296728731811917|2021-09-24 01:33:01.987|Discover
4123|4789296728731817379|2021-09-24 06:35:41.019|OnDeck
13194139538526|4789296728731818853|2021-09-24 08:31:22.732|Bank of America
8796093023577|4789296728731813706|2021-09-24 10:14:00.85|PNC Bank
4398046512832|4789296728731814178|2021-09-24 12:20:48.191|Funding Circle
10995116280588|4789296728731815680|2021-09-24 12:52:12.194|LendingPoint
2199023258908|4789578203708527018|2021-09-24 14:46:08.883|PNC Bank
7240|4789578203708532233|2021-09-24 21:14:49.638|OnDeck
15393162792975|4789578203708528016|2021-09-24 23:25:48.753|OneMain Financial
8796093026559|4789578203708528283|2021-09-25 08:27:40.449|State Farm Bank
15393162790896|4789578203708525232|2021-09-25 09:20:14.799|Earnest
2199023263072|4789578203708532613|2021-09-25 09:58:45.535|Capital One
15393162790185|4789578203708524280|2021-09-25 13:47:14.92|RealtyMogul
13194139537216|4789859678685238410|2021-09-25 13:54:07.295|Bank of America
13194139536791|4789859678685237824|2021-09-25 17:19:41.808|Best Egg
13194139534414|4789859678685234658|2021-09-25 20:45:05.247|Rocket Loans
13194139538634|4789859678685240309|2021-09-25 22:45:37.155|Upstart
8796093027961|4789859678685240908|2021-09-26 00:42:56.189|Avant
4398046518658|4789859678685243320|2021-09-26 02:23:03.482|SoFi
13194139533693|4789859678685233661|2021-09-26 06:02:42.714|US Bank
10995116280112|4789859678685236332|2021-09-26 08:14:07.011|RealtyMogul
8796093024883|4789859678685236779|2021-09-26 12:51:04.413|LendingPoint
13194139539215|4790141153661951763|2021-09-26 18:42:18.689|LightStream
10995116280505|4790141153661947527|2021-09-26 18:45:01.272|TD Bank
15393162796178|4790141153661953656|2021-09-27 09:31:34.152|Kabbage
2199023261615|4790141153661951982|2021-09-27 12:27:48.348|Marcus by Goldman Sachs
2353|4790422628638657645|2021-09-27 23:13:27.337|Rocket Loans
8796093022538|4790422628638654903|2021-09-28 00:00:18.887|OneMain Financial
5061|4790422628638661243|2021-09-28 01:10:07.327|State Farm Bank
8796093022734|4790422628638655176|2021-09-28 02:39:41.632|Marcus by Goldman Sachs
10995116279859|4790422628638657286|2021-09-28 03:27:46.539|Navy Federal Credit Union
6597069768550|4790422628638657011|2021-09-28 05:43:36.419|Marcus by Goldman Sachs
8796093025238|4790422628638658555|2021-09-28 10:56:52.118|Earnest
15393162792115|4790422628638658851|2021-09-28 12:15:00.674|Bank of America
6597069770759|4790704103615370626|2021-09-28 20:15:29.116|Capital One
15393162795766|4790704103615374423|2021-09-28 22:13:55.114|Rocket Loans
6597069769037|4790704103615368336|2021-09-29 04:30:50.411|SoFi
4398046514903|4790704103615370240|2021-09-29 06:37:28.889|LendingPoint
13194139534222|4790985578592076994|2021-09-29 16:18:02.47|Upstart
17592186050355|4790985578592083783|2021-09-29 19:05:16.161|LendingClub
2199023261743|4790985578592084120|2021-09-29 19:26:36.624|Citibank
6597069772751|4790985578592083985|2021-09-29 21:50:03.382|OnDeck
8796093028879|4790985578592084750|2021-09-30 02:12:59.367|Bank of America
13194139535288|4790985578592078443|2021-09-30 04:03:48.075|Earnest
4398046515409|4790985578592081512|2021-09-30 06:53:20.404|US Bank
17592186044592|4790985578592076035|2021-09-30 09:58:40.818|Kabbage
6597069768312|4790985578592078021|2021-09-30 12:17:29.163|Funding Circle
10995116284268|4791267053568795192|2021-10-01 01:38:38.095|Earnest
10995116280673|4791267053568790360|2021-10-01 03:41:56.964|Navy Federal Credit Union
13194139535477|4791267053568789333|2021-10-01 04:51:08.552|Earnest
7735|4791267053568796874|2021-10-01 07:23:36.436|Citibank
13194139536555|4791267053568790805|2021-10-01 08:00:09.945|American Express
4398046512593|4791267053568788454|2021-10-01 09:31:53.747|Bank of America
10995116285566|4791267053568796957|2021-10-01 11:29:48.995|LendingPoint
10995116281640|4791548528545502299|2021-10-01 21:45:20.45|Discover
13194139537861|4791548528545503158|2021-10-02 01:16:42.177|RealtyMogul
13194139538588|4791548528545504182|2021-10-02 03:32:45.409|Funding Circle
4398046515588|4791548528545503051|2021-10-02 05:47:10.096|Chase Bank
15393162792477|4791548528545501929|2021-10-02 09:09:47.721|State Farm Bank
6233|4791548528545505481|2021-10-02 13:31:42.4|Peerform
17592186046316|4791830003522210303|2021-10-02 15:11:40.01|OnDeck
6597069769741|4791830003522211910|2021-10-02 15:20:44.451|Kabbage
2199023263300|4791830003522218204|2021-10-02 21:10:17.209|American Express
8796093027030|4791830003522214189|2021-10-03 13:06:50.367|Kabbage
2199023261626|4792111478498926589|2021-10-03 16:22:45.653|State Farm Bank
4398046517082|4792111478498926454|2021-10-03 21:20:36.37|Marcus by Goldman Sachs
2008|4792111478498921111|2021-10-03 23:25:16.19|Rocket Loans
13194139535084|4792111478498920797|2021-10-04 03:03:08.944|Marcus by Goldman Sachs
2199023255866|4792111478498918829|2021-10-04 03:46:14.962|OneMain Financial
7595|4792111478498928638|2021-10-04 04:14:25.175|Bank of America
13194139533901|4792111478498919207|2021-10-04 04:21:01.839|Navy Federal Credit Union
15393162795529|4792111478498927367|2021-10-04 06:02:15.254|Marcus by Goldman Sachs
4398046515671|4792111478498924507|2021-10-04 08:38:08.012|LendingClub
8796093027159|4792111478498925036|2021-10-04 11:12:58.185|Kabbage
15393162794059|4792392953475636025|2021-10-04 15:25:55.012|Best Egg
4398046519079|4792392953475639821|2021-10-04 15:41:01.592|Citibank
10995116280204|4792392953475632358|2021-10-04 17:52:14.951|Bank of America
13194139538731|4792392953475636339|2021-10-04 19:16:17.539|Kabbage
2199023258141|4792392953475632555|2021-10-04 22:17:10.139|Earnest
2199023255662|4792392953475629222|2021-10-04 23:12:22.507|Avant
13194139537921|4792392953475635222|2021-10-05 02:38:52.227|Marcus by Goldman Sachs
15393162790400|4792392953475631133|2021-10-05 06:33:34.769|LendingClub
15393162792115|4792392953475633442|2021-10-05 07:18:00.708|Capital One
13194139538043|4792392953475635389|2021-10-05 08:54:47.784|Avant
4398046512771|4792674428452341968|2021-10-05 19:20:24.087|Best Egg
2199023262189|4792674428452348645|2021-10-05 21:38:46.439|Upstart
13194139535245|4792674428452342319|2021-10-05 23:10:34.41|Discover
6597069768535|4792674428452342236|2021-10-06 01:09:24.082|Bank of America
10995116282287|4792674428452345737|2021-10-06 01:30:06.526|Capital One
10995116280371|4792674428452343251|2021-10-06 02:37:47.41|American Express
8796093022388|4792674428452339975|2021-10-06 05:19:20.522|Peerform
10995116281230|4792674428452344368|2021-10-06 06:14:24.601|American Express
6597069771733|4792674428452346520|2021-10-06 13:59:42.874|Citibank
8796093025140|4792955903429054321|2021-10-06 14:16:58.153|SunTrust
44|4792955903429050438|2021-10-06 15:21:10.295|TD Bank
10995116282751|4792955903429057058|2021-10-06 19:07:53.214|Discover
17592186049607|4792955903429057330|2021-10-06 23:40:38.408|Prosper
4398046511208|4792955903429050528|2021-10-07 07:16:07.973|Peerform
13194139538138|4792955903429056823|2021-10-07 12:37:40.076|Prosper
8796093026992|4792955903429056761|2021-10-07 13:51:03.776|SoFi
8796093026878|4792955903429056620|2021-10-07 13:59:40.028|RealtyMogul
8796093027555|4792955903429057552|2021-10-07 14:00:11.379|Avant
10995116283633|4793237378405768939|2021-10-07 19:55:24.971|Discover
8796093025913|4793237378405765986|2021-10-07 20:10:01.908|Chase Bank
8796093022225|4793237378405761050|2021-10-07 20:34:26.219|Patch of Land
10995116279707|4793237378405763650|2021-10-07 20:40:17.037|RealtyMogul
8796093022813|4793237378405761847|2021-10-08 08:11:57.136|Rocket Loans
17592186045137|4793237378405761984|2021-10-08 11:30:33.192|Kabbage
8796093028067|4793518853382479574|2021-10-08 16:56:04.663|Marcus by Goldman Sachs
6597069767513|4793518853382472829|2021-10-08 18:39:56.956|Roofstock
13194139533843|4793518853382472398|2021-10-08 19:08:26.866|Bank of America
2199023256628|4793518853382473139|2021-10-08 23:39:27.749|Peerform
10995116285618|4793518853382482282|2021-10-09 00:55:26.527|SunTrust
15393162792656|4793518853382476787|2021-10-09 08:13:14.103|OnDeck
13194139535313|4793518853382474376|2021-10-09 08:28:27.477|US Bank
17592186052140|4793518853382482102|2021-10-09 09:27:05.639|Wells Fargo
17592186046316|4793518853382474242|2021-10-09 09:40:53.778|LightStream
5783|4793518853382479473|2021-10-09 13:02:52.914|LendingClub
5188|4793518853382478636|2021-10-09 13:23:02.706|LightStream
10995116279484|4793800328359184667|2021-10-09 19:01:57.23|Citibank
2199023263072|4793800328359192455|2021-10-09 20:58:26.236|PNC Bank
17592186048852|4793800328359188241|2021-10-09 21:54:05.945|Fundrise
1231|4793800328359184000|2021-10-10 00:22:32.572|Peerform
13194139537827|4793800328359188346|2021-10-10 02:01:31.054|Wells Fargo
13194139536478|4793800328359186605|2021-10-10 04:50:19.763|Patch of Land
6597069774398|4793800328359192781|2021-10-10 05:01:17.842|Citibank
13194139537078|4793800328359187394|2021-10-10 11:18:36.05|Citibank
4398046515825|4794081803335899306|2021-10-10 15:33:50.44|OneMain Financial
15393162789157|4794081803335893401|2021-10-10 19:53:18.128|US Bank
6597069773711|4794081803335902475|2021-10-10 23:00:25.928|RealtyMogul
15393162790942|4794081803335895791|2021-10-11 01:50:54.774|Earnest
10995116283313|4794081803335900472|2021-10-11 04:28:38.286|American Express
15393162792434|4794081803335897786|2021-10-11 05:48:18.728|Fundbox
601|4794081803335893814|2021-10-11 06:57:59.023|Discover
13194139541058|4794081803335903447|2021-10-11 08:20:23.728|Funding Circle
2199023258325|4794363278312607405|2021-10-11 15:29:00.696|Bank of America
8796093025206|4794363278312607695|2021-10-11 19:22:37.368|Funding Circle
17592186049429|4794363278312610371|2021-10-11 21:17:08.845|Earnest
15393162795711|4794363278312612888|2021-10-11 23:35:58.542|Avant
13194139538122|4794363278312610067|2021-10-12 01:35:38.58|BlueVine
13194139536567|4794363278312608041|2021-10-12 04:07:41.533|Roofstock
13194139537500|4794363278312609263|2021-10-12 05:50:41.482|Bank of America
13194139535121|4794363278312606084|2021-10-12 06:36:19.355|Upstart
13194139534171|4794363278312604801|2021-10-12 07:59:56.08|RealtyMogul
17592186047825|4794363278312608233|2021-10-12 11:04:42.058|LendingPoint
13194139535685|4794644753289317505|2021-10-12 14:41:44.565|Wells Fargo
17592186052104|4794644753289324681|2021-10-12 19:40:45.99|BlueVine
15393162793496|4794644753289320505|2021-10-12 23:17:53.555|SoFi
8796093023975|4794644753289316693|2021-10-13 01:15:09.885|State Farm Bank
15393162789168|4794644753289314726|2021-10-13 02:44:23.881|LendingClub
6597069770697|4794644753289319757|2021-10-13 03:25:38.286|US Bank
17592186045162|4794644753289315293|2021-10-13 04:56:49.633|Fundbox
10995116278168|4794926228266025503|2021-10-13 15:51:42.173|Kabbage
8796093023792|4794926228266027109|2021-10-13 18:44:16.339|Roofstock
8796093025238|4794926228266029049|2021-10-14 06:51:17.723|Chase Bank
10995116278277|4795207703242736313|2021-10-14 16:15:50.483|Prosper
10995116285169|4795207703242745579|2021-10-14 18:23:34.195|OneMain Financial
6597069770850|4795207703242741237|2021-10-14 21:57:30.8|Avant
4398046511308|4795207703242735909|2021-10-14 23:37:11.291|OneMain Financial
17592186051383|4795207703242745006|2021-10-15 01:48:20.811|SunTrust
10995116280985|4795207703242739973|2021-10-15 02:34:33.129|Citibank
8796093024533|4795207703242738752|2021-10-15 11:07:47.379|Prosper
2295|4795489178219449373|2021-10-15 14:51:05.717|RealtyMogul
2199023258271|4795489178219449953|2021-10-15 15:25:02.519|Rocket Loans
2397|4795489178219449505|2021-10-15 16:18:27.11|Best Egg
3747|4795489178219451302|2021-10-15 21:21:10.291|Rocket Loans
15393162795266|4795489178219454882|2021-10-16 00:46:33.89|Fundbox
17592186048952|4795489178219452314|2021-10-16 03:12:02.883|LightStream
1258|4795489178219447971|2021-10-16 03:12:03.937|State Farm Bank
4398046515725|4795770653196163111|2021-10-16 14:29:05.07|SoFi
10995116282628|4795770653196163430|2021-10-16 14:51:15.551|Rocket Loans
13194139536801|4795770653196161620|2021-10-16 15:37:19.178|Rocket Loans
17592186051383|4795770653196166317|2021-10-16 19:05:20.949|Discover
15393162789703|4795770653196158051|2021-10-16 22:25:34.532|Fundrise
13194139536954|4795770653196161799|2021-10-16 22:45:01.549|Fundbox
13194139536099|4795770653196160704|2021-10-16 22:56:51.594|Funding Circle
17592186052205|4795770653196167431|2021-10-17 01:10:14.349|Funding Circle
15393162789080|4795770653196157236|2021-10-17 02:59:52.8|Fundbox
10995116280588|4795770653196160767|2021-10-17 07:44:17.503|Peerform
8796093028221|4795770653196165025|2021-10-17 08:09:55.188|Capital One
6852|4796052128172876834|2021-10-17 17:30:15.503|Best Egg
6597069769234|4796052128172871069|2021-10-17 22:42:01.643|Fundrise
15393162796074|4796052128172877282|2021-10-17 23:37:54.923|Capital One
17592186050923|4796052128172876343|2021-10-18 00:28:36.222|American Express
17592186047058|4796052128172871172|2021-10-18 02:56:17.892|Funding Circle
4398046513398|4796333603149581339|2021-10-18 14:43:37.562|SoFi
6597069770237|4796333603149583053|2021-10-18 20:39:28.205|Funding Circle
13194139538929|4796333603149585816|2021-10-18 23:38:25.169|Patch of Land
15393162794867|4796333603149586328|2021-10-18 23:45:15.033|Discover
13194139539259|4796333603149586256|2021-10-19 00:41:26.46|Citibank
2199023260162|4796333603149584412|2021-10-19 01:56:51.666|LightStream
4398046511240|4796333603149578441|2021-10-19 03:19:57.833|Citibank
185|4796333603149578510|2021-10-19 05:07:37.106|Citibank
15393162794726|4796333603149586142|2021-10-19 06:16:46.508|Discover
4398046517862|4796333603149587347|2021-10-19 06:43:08.08|Capital One
15393162796522|4796615078126299208|2021-10-19 19:59:38.067|BlueVine
10995116285080|4796615078126298755|2021-10-19 21:02:09.081|State Farm Bank
17592186051032|4796615078126297800|2021-10-19 21:34:48.17|Rocket Loans
6597069771179|4796615078126294914|2021-10-19 22:17:45.811|SunTrust
6597069773104|4796615078126297573|2021-10-20 00:22:14.444|Bank of America
8796093030082|4796615078126299531|2021-10-20 06:39:38.26|Citibank
13194139538466|4796615078126295823|2021-10-20 09:06:33.187|Roofstock
4398046519084|4796615078126299667|2021-10-20 10:13:42.241|Avant
4398046514074|4796615078126292909|2021-10-20 10:24:36.684|TD Bank
15393162790269|4796615078126290812|2021-10-20 12:09:52.957|Avant
8796093025170|4796896553103003557|2021-10-20 17:08:39.612|Rocket Loans
2199023258948|4796896553103004120|2021-10-20 18:04:44.728|Prosper
8796093027955|4796896553103007300|2021-10-20 18:40:21.454|OnDeck
13194139535483|4796896553103002460|2021-10-20 21:38:08.871|US Bank
6597069772239|4796896553103007077|2021-10-20 22:37:25.404|Peerform
10995116281056|4796896553103004000|2021-10-20 23:01:21.274|Marcus by Goldman Sachs
8796093024883|4796896553103003178|2021-10-20 23:58:17.15|Earnest
6597069767815|4796896553103001143|2021-10-21 01:19:35.032|Fundrise
15393162795028|4796896553103007862|2021-10-21 11:22:00.534|LightStream
4398046514177|4797178028079714351|2021-10-22 02:50:34.159|US Bank
13194139538000|4797178028079716487|2021-10-22 04:00:06.609|Roofstock
15393162790896|4797178028079712942|2021-10-22 07:12:54.496|LightStream
4398046511519|4797178028079710761|2021-10-22 07:47:31.595|PNC Bank
15393162795860|4797178028079719625|2021-10-22 11:00:45.412|Upgrade
1423|4797178028079712144|2021-10-22 13:07:07.843|Bank of America
15393162790175|4797459503056422635|2021-10-22 15:19:23.12|Earnest
6597069770762|4797459503056426378|2021-10-22 19:31:35.967|Discover
13194139533389|4797459503056420985|2021-10-22 23:30:33.707|TD Bank
15393162795888|4797459503056430313|2021-10-23 00:35:02.939|OneMain Financial
6597069771617|4797459503056427519|2021-10-23 05:02:54.289|State Farm Bank
17592186047927|4797459503056425588|2021-10-23 07:06:29.945|Capital One
6597069769449|4797459503056424648|2021-10-23 11:01:57.677|Citibank
15393162791451|4797740978033135014|2021-10-23 18:00:54.221|Upgrade
10995116278582|4797740978033132627|2021-10-23 21:15:44.877|TD Bank
15393162789617|4797740978033132524|2021-10-24 05:53:40.5|Chase Bank
6597069767000|4797740978033131974|2021-10-24 07:54:19.68|Peerform
8796093030196|4797740978033142306|2021-10-24 08:16:01.715|US Bank
15393162791914|4797740978033135640|2021-10-24 11:40:10.019|US Bank
13194139535822|4797740978033134923|2021-10-24 14:16:20.418|SunTrust
13194139533863|4798022453009842922|2021-10-24 17:34:04.277|Fundbox
13194139537886|4798022453009848296|2021-10-24 19:29:26.09|Bank of America
6597069773441|4798022453009851325|2021-10-24 23:29:00.03|Upstart
13194139540590|4798022453009851966|2021-10-24 23:30:47.641|SoFi
15393162793304|4798022453009848087|2021-10-25 01:16:52.953|Funding Circle
6597069770179|4798022453009846917|2021-10-25 08:09:15.887|Wells Fargo
17592186050054|4798022453009849783|2021-10-25 09:25:36.78|Prosper
15393162792248|4798022453009846729|2021-10-25 13:08:29.967|US Bank
15393162788890|4798303927986552875|2021-10-26 01:58:30.699|Chase Bank
10995116278763|4798303927986554179|2021-10-26 05:37:38.386|Bank of America
13194139535918|4798303927986556363|2021-10-26 13:00:36.096|Roofstock
17592186048064|4798585402963268373|2021-10-26 17:42:06.154|Discover
2199023257479|4798585402963266088|2021-10-26 19:38:17.981|Avant
17592186049429|4798585402963270212|2021-10-27 07:29:32.929|Fundrise
17592186045204|4798585402963264543|2021-10-27 08:18:53.579|Peerform
17592186044455|4798585402963263551|2021-10-27 08:50:44.914|Fundrise
3663|4798585402963268398|2021-10-27 09:18:30.616|Upgrade
13194139536902|4798585402963268313|2021-10-27 10:14:44.059|TD Bank
5555|4798585402963270971|2021-10-27 10:54:02.302|State Farm Bank
10995116280245|4798585402963266842|2021-10-27 14:02:58.36|LendingClub
8796093028288|4798866877939982337|2021-10-27 16:32:25.622|Prosper
4398046518478|4798866877939984060|2021-10-27 18:53:05.356|Patch of Land
17592186049505|4798866877939980968|2021-10-27 22:26:50.376|Best Egg
420|4798866877939974707|2021-10-28 04:50:13.741|Best Egg
4398046511393|4798866877939974551|2021-10-28 09:42:08.611|LendingClub
15393162790179|4798866877939975919|2021-10-28 10:01:50.173|Funding Circle
13194139537118|4798866877939979274|2021-10-28 11:06:43.976|Upstart
8796093027829|4799148352916692385|2021-10-28 16:44:17.355|PNC Bank
10995116284272|4799148352916693568|2021-10-28 22:47:57.132|SoFi
6597069769198|4799148352916688242|2021-10-28 23:55:25.086|Marcus by Goldman Sachs
15393162789869|4799148352916686152|2021-10-29 00:30:57.894|Rocket Loans
13194139534473|4799148352916686395|2021-10-29 01:57:22.083|Marcus by Goldman Sachs
17592186047127|4799148352916688465|2021-10-29 01:58:28.823|LendingPoint
6597069774215|4799148352916694973|2021-10-29 04:20:18.563|Peerform
8796093029320|4799148352916694349|2021-10-29 12:09:01.035|Wells Fargo
15393162792074|4799148352916689140|2021-10-29 13:20:48.578|LightStream
8796093029758|4799429827893405613|2021-10-29 18:05:34.285|Marcus by Goldman Sachs
17592186046723|4799429827893398573|2021-10-29 18:15:14.891|Navy Federal Credit Union
8796093024303|4799429827893398277|2021-10-30 01:51:12.386|RealtyMogul
6597069768037|4799429827893397336|2021-10-30 06:46:25.37|Prosper
