loanId|loanAmount|balance|createTime|loanUsage|interestRate
4734972058226663608|75948120.0|75948120.0|2021-03-14 15:00:09.089|debt consolidation|0.033
4734972058226659049|56902499.0|56902499.0|2021-03-15 02:06:30.586|debt consolidation|0.057
4734972058226656508|81879175.0|81879175.0|2021-03-15 04:10:16.213|debt consolidation|0.083
123286039799272127|55720774.0|55720774.0|2021-03-15 05:44:20.883|business ventures|0.052
4734972058226659341|48054018.0|48054018.0|2021-03-15 06:28:51.251|vacations|0.023
4735253533203376297|42713847.0|42713847.0|2021-03-15 11:44:09.592|education|0.082
4735253533203376526|14387836.0|14387836.0|2021-03-15 13:32:38.983|funerals|0.066
123567514775980723|67492561.0|67492561.0|2021-03-15 15:14:46.382|investing|0.025
4735253533203366537|19557030.0|19557030.0|2021-03-15 15:19:14.338|education|0.03
4735253533203369968|49709699.0|49709699.0|2021-03-15 19:49:53.189|renovations|0.027
123567514775979926|24844370.0|24844370.0|2021-03-15 20:57:31.463|renovations|0.063
123567514775981203|64226059.0|64226059.0|2021-03-15 22:45:35.358|weddings|0.065
4735253533203369200|21049493.0|21049493.0|2021-03-16 01:02:58.494|funerals|0.087
123567514775982101|56278988.0|56278988.0|2021-03-16 03:55:30.623|investing|0.033
4735253533203370338|87393982.0|87393982.0|2021-03-16 05:12:48.118|medical expenses|0.058
4735253533203370056|6817906.0|6817906.0|2021-03-16 05:21:36.126|business ventures|0.092
4735253533203370594|16119362.0|16119362.0|2021-03-16 05:58:13.857|weddings|0.06
123848989752693013|35515559.0|35515559.0|2021-03-16 13:01:52.626|weddings|0.099
123848989752689471|3240612.0|3240612.0|2021-03-16 13:32:05.124|vacations|0.078
4735535008180085550|6929297.0|6929297.0|2021-03-16 14:43:51.735|renovations|0.017
4735535008180078110|17120125.0|17120125.0|2021-03-16 17:57:53.778|funerals|0.057
123848989752693648|26218251.0|26218251.0|2021-03-16 19:57:55.701|other|0.089
4735535008180081037|35968247.0|35968247.0|2021-03-16 21:06:22.715|vacations|0.012
4735535008180086247|68678243.0|68678243.0|2021-03-17 08:15:19.977|medical expenses|0.093
123848989752692065|60573790.0|60573790.0|2021-03-17 08:22:49.916|renovations|0.015
123848989752691793|24266578.0|24266578.0|2021-03-17 08:53:02.186|other|0.089
4735816483156791867|33103625.0|33103625.0|2021-03-17 12:20:09.456|business ventures|0.079
4735816483156796137|27665375.0|27665375.0|2021-03-17 13:48:36.867|debt consolidation|0.09
124130464729399790|92439756.0|92439756.0|2021-03-18 01:49:07.816|medical expenses|0.042
4736097958133498558|87911714.0|87911714.0|2021-03-18 14:35:11.056|investing|0.062
4736097958133504229|54163084.0|54163084.0|2021-03-18 17:17:36.227|funerals|0.075
4736097958133499058|20553266.0|20553266.0|2021-03-18 17:58:10.329|debt consolidation|0.018
4736097958133499283|16178526.0|16178526.0|2021-03-18 19:32:22.507|renovations|0.091
124411939706114986|28423899.0|28423899.0|2021-03-18 20:26:18.81|debt consolidation|0.086
4736097958133500611|36737497.0|36737497.0|2021-03-18 22:58:29.885|business ventures|0.09
4736097958133505020|38857658.0|38857658.0|2021-03-19 00:35:53.442|funerals|0.02
124693414682823454|38331218.0|38331218.0|2021-03-19 13:52:42.419|business ventures|0.068
4736379433110210030|49587550.0|49587550.0|2021-03-19 16:40:02.468|weddings|0.036
4736379433110217454|91993481.0|91993481.0|2021-03-19 19:06:23.215|debt consolidation|0.098
4736379433110219302|48671464.0|48671464.0|2021-03-19 19:12:17.32|funerals|0.048
4736379433110217588|12168279.0|12168279.0|2021-03-19 20:03:33.008|business ventures|0.045
4736379433110211431|49587331.0|49587331.0|2021-03-20 00:56:11.335|renovations|0.057
124693414682822139|51892463.0|51892463.0|2021-03-20 04:47:12.222|renovations|0.097
4736379433110212291|19563095.0|19563095.0|2021-03-20 07:40:52.172|education|0.026
124974889659535708|34604070.0|34604070.0|2021-03-20 10:38:38.678|investing|0.078
4736660908086921118|53381374.0|53381374.0|2021-03-20 12:54:51.092|business ventures|0.044
4736660908086920594|24137391.0|24137391.0|2021-03-20 14:06:51.648|funerals|0.058
4736660908086926220|22131883.0|22131883.0|2021-03-20 15:49:56.702|weddings|0.015
4736660908086926566|73916057.0|73916057.0|2021-03-20 17:02:22.505|education|0.09
4736660908086926592|65111073.0|65111073.0|2021-03-20 23:49:33.798|investing|0.071
4736660908086921406|32792473.0|32792473.0|2021-03-21 07:55:03.421|vacations|0.046
125256364636244665|38589105.0|38589105.0|2021-03-21 12:03:09.354|major purchases|0.093
4736942383063635123|41049014.0|41049014.0|2021-03-21 14:09:17.877|major purchases|0.083
125256364636242963|71872146.0|71872146.0|2021-03-21 18:45:40.361|vacations|0.045
4736942383063631824|72662200.0|72662200.0|2021-03-21 19:35:47.91|weddings|0.007
4736942383063635670|56605285.0|56605285.0|2021-03-21 22:40:12.574|weddings|0.053
125256364636243529|26873685.0|26873685.0|2021-03-22 00:26:45.203|medical expenses|0.06
125256364636245324|88408157.0|88408157.0|2021-03-22 05:44:42.041|weddings|0.064
4737223858040346883|41316802.0|41316802.0|2021-03-22 11:33:25.935|education|0.018
4737223858040349652|23527968.0|23527968.0|2021-03-22 14:42:27.613|weddings|0.099
4737223858040343267|34186557.0|34186557.0|2021-03-22 18:16:34.69|debt consolidation|0.094
125537839612953144|18916353.0|18916353.0|2021-03-22 19:30:00.941|vacations|0.022
4737223858040351200|20516494.0|20516494.0|2021-03-22 22:31:46.181|funerals|0.005
125537839612953601|15704602.0|15704602.0|2021-03-23 06:14:03.807|education|0.024
125537839612955077|41936421.0|41936421.0|2021-03-23 08:52:20.037|investing|0.025
4737223858040341334|12024961.0|12024961.0|2021-03-23 09:33:01.603|investing|0.006
4737505333017053859|83893191.0|83893191.0|2021-03-23 12:25:28.305|investing|0.01
125819314589664241|60956517.0|60956517.0|2021-03-23 12:28:17.322|renovations|0.007
4737505333017059033|92167967.0|92167967.0|2021-03-23 17:44:06.22|major purchases|0.076
125819314589665871|73858866.0|73858866.0|2021-03-23 18:55:00.575|education|0.048
4737505333017052862|77655404.0|77655404.0|2021-03-24 00:23:18.691|education|0.075
4737505333017056682|83237984.0|83237984.0|2021-03-24 03:46:51.673|investing|0.012
4737505333017053022|50151789.0|50151789.0|2021-03-24 03:50:00.582|major purchases|0.013
4737505333017052027|39258871.0|39258871.0|2021-03-24 08:22:50.216|vacations|0.052
126100789566378654|2607898.0|2607898.0|2021-03-24 10:07:25.736|vacations|0.003
4737786807993768042|51416459.0|51416459.0|2021-03-24 13:43:12.813|vacations|0.05
4737786807993764621|50552008.0|50552008.0|2021-03-24 14:29:49.763|debt consolidation|0.006
4737786807993763503|67867081.0|67867081.0|2021-03-24 17:39:38.741|other|0.064
126100789566377160|92914452.0|92914452.0|2021-03-25 03:53:42.706|vacations|0.031
4737786807993771748|44115249.0|44115249.0|2021-03-25 06:46:45.605|education|0.099
4737786807993762195|16706627.0|16706627.0|2021-03-25 07:46:46.996|education|0.014
4737786807993763846|65071929.0|65071929.0|2021-03-25 07:58:39.728|renovations|0.049
4738068282970482447|98524132.0|98524132.0|2021-03-25 10:29:48.122|business ventures|0.032
4738068282970482448|31618367.0|31618367.0|2021-03-25 14:36:21.304|renovations|0.1
126382264543088775|34812695.0|34812695.0|2021-03-25 16:46:59.603|vacations|0.049
4738068282970473216|67306341.0|67306341.0|2021-03-25 17:48:38.454|medical expenses|0.016
4738068282970476945|49742013.0|49742013.0|2021-03-25 18:50:06.753|funerals|0.078
4738068282970477988|23942024.0|23942024.0|2021-03-26 06:27:32.619|funerals|0.049
4738068282970475036|44415565.0|44415565.0|2021-03-26 08:37:00.881|other|0.067
4738349757947189575|70734486.0|70734486.0|2021-03-26 11:43:42.025|education|0.023
126663739519798771|9885315.0|9885315.0|2021-03-26 12:21:45.714|weddings|0.093
4738349757947184157|80027775.0|80027775.0|2021-03-26 13:50:38.634|medical expenses|0.047
4738349757947188834|12683191.0|12683191.0|2021-03-26 17:14:18.301|major purchases|0.069
4738349757947192413|14542740.0|14542740.0|2021-03-26 17:15:51.049|weddings|0.087
4738349757947183746|55176655.0|55176655.0|2021-03-26 21:30:41.855|other|0.073
4738349757947185803|39321013.0|39321013.0|2021-03-26 21:41:14.511|medical expenses|0.057
126663739519798387|38222175.0|38222175.0|2021-03-26 23:47:12.969|investing|0.068
126663739519795856|74043409.0|74043409.0|2021-03-27 01:39:16.319|medical expenses|0.07
4738349757947187235|3668135.0|3668135.0|2021-03-27 06:08:48.697|debt consolidation|0.043
4738349757947189630|45711138.0|45711138.0|2021-03-27 08:06:29.288|debt consolidation|0.035
126945214496509603|75879098.0|75879098.0|2021-03-27 11:34:52.269|other|0.093
4738631232923902321|41702395.0|41702395.0|2021-03-27 13:03:15.094|major purchases|0.019
4738631232923897764|16844458.0|16844458.0|2021-03-27 23:02:51.898|education|0.061
4738631232923899873|6637211.0|6637211.0|2021-03-28 02:15:53.896|major purchases|0.031
4738631232923902735|5358357.0|5358357.0|2021-03-28 02:43:48.974|vacations|0.051
4738631232923894711|39072952.0|39072952.0|2021-03-28 02:49:23.581|education|0.068
4738631232923901007|5959660.0|5959660.0|2021-03-28 05:41:45.961|vacations|0.047
127226689473219746|36553243.0|36553243.0|2021-03-28 13:10:47.27|renovations|0.075
127226689473218799|20940810.0|20940810.0|2021-03-28 13:44:36.381|debt consolidation|0.023
4738912707900604972|89451114.0|89451114.0|2021-03-28 18:41:39.089|debt consolidation|0.072
4738912707900613792|11704724.0|11704724.0|2021-03-29 00:50:16.045|medical expenses|0.036
127226689473220150|56281014.0|56281014.0|2021-03-29 04:18:29.472|business ventures|0.03
4738912707900605186|72719006.0|72719006.0|2021-03-29 05:01:55.842|medical expenses|0.057
127508164449930284|87626277.0|87626277.0|2021-03-29 11:19:16.895|investing|0.056
4739194182877316272|86334855.0|86334855.0|2021-03-29 12:06:33.001|vacations|0.053
4739194182877315770|15896935.0|15896935.0|2021-03-29 14:07:41.41|medical expenses|0.1
127508164449928582|2436059.0|2436059.0|2021-03-29 16:34:41.511|investing|0.065
127508164449927911|13768396.0|13768396.0|2021-03-29 17:52:14.121|other|0.014
4739194182877323138|878925.0|878925.0|2021-03-29 19:31:41.232|debt consolidation|0.052
127508164449927417|56883693.0|56883693.0|2021-03-29 20:21:52.9|medical expenses|0.073
4739194182877325733|81795614.0|81795614.0|2021-03-29 23:18:21.769|other|0.066
127508164449928586|52960473.0|52960473.0|2021-03-30 05:51:06.994|debt consolidation|0.092
4739194182877322882|73833092.0|73833092.0|2021-03-30 06:33:31.243|medical expenses|0.015
4739475657854035645|61989872.0|61989872.0|2021-03-30 10:08:21.175|other|0.088
127789639426641664|76795226.0|76795226.0|2021-03-30 12:14:43.857|debt consolidation|0.038
127789639426642439|19818277.0|19818277.0|2021-03-30 15:02:53.28|business ventures|0.037
4739475657854026808|49043615.0|49043615.0|2021-03-30 15:54:51.65|medical expenses|0.092
127789639426642423|48513798.0|48513798.0|2021-03-30 15:59:27.986|debt consolidation|0.096
4739475657854030557|44569918.0|44569918.0|2021-03-30 20:42:11.38|renovations|0.068
4739475657854034866|44960767.0|44960767.0|2021-03-31 04:35:32.518|funerals|0.094
4739475657854030055|74448184.0|74448184.0|2021-03-31 07:34:48.175|renovations|0.074
4739757132830744832|15767574.0|15767574.0|2021-03-31 18:13:50.631|other|0.06
4739757132830742513|22861492.0|22861492.0|2021-03-31 19:47:59.687|vacations|0.093
4739757132830743242|55754175.0|55754175.0|2021-03-31 20:09:00.896|weddings|0.026
4739757132830740307|49307821.0|49307821.0|2021-03-31 20:20:50.966|renovations|0.054
4740038607807457648|25208261.0|25208261.0|2021-04-01 10:30:35.423|weddings|0.061
128352589380064119|49256882.0|49256882.0|2021-04-01 13:17:25.698|investing|0.085
4740038607807451567|36446495.0|36446495.0|2021-04-01 13:27:57.95|vacations|0.001
128352589380063145|18302043.0|18302043.0|2021-04-01 19:31:15.648|business ventures|0.045
128352589380061471|64594386.0|64594386.0|2021-04-01 21:28:09.203|renovations|0.066
128352589380063368|97730092.0|97730092.0|2021-04-02 00:27:05.353|other|0.073
4740038607807450257|95528398.0|95528398.0|2021-04-02 02:21:32.865|medical expenses|0.08
128352589380059534|15491601.0|15491601.0|2021-04-02 02:31:20.528|funerals|0.097
4740038607807450654|80297420.0|80297420.0|2021-04-02 05:11:22.476|business ventures|0.046
4740038607807450243|30707473.0|30707473.0|2021-04-02 08:31:50.567|weddings|0.053
4740320082784163440|52818057.0|52818057.0|2021-04-02 11:01:29.288|other|0.088
128634064356772514|86338737.0|86338737.0|2021-04-02 18:30:11.516|renovations|0.064
4740320082784164961|38393007.0|38393007.0|2021-04-02 22:13:03.722|major purchases|0.074
4740320082784161476|39369547.0|39369547.0|2021-04-03 00:49:15.941|vacations|0.08
4740320082784163945|10381717.0|10381717.0|2021-04-03 03:43:25.848|medical expenses|0.084
128915539333481454|49180899.0|49180899.0|2021-04-03 14:11:20.154|vacations|0.09
4740601557760875104|97958264.0|97958264.0|2021-04-03 14:53:18.688|other|0.087
4740601557760871432|99158985.0|99158985.0|2021-04-03 16:41:28.989|renovations|0.072
128915539333482548|27664892.0|27664892.0|2021-04-03 17:32:54.574|weddings|0.064
4740601557760876978|51231354.0|51231354.0|2021-04-03 20:21:11.09|other|0.018
128915539333484046|16696697.0|16696697.0|2021-04-03 20:31:25.555|education|0.047
128915539333484688|91780252.0|91780252.0|2021-04-03 23:23:53.805|investing|0.096
128915539333484491|66707628.0|66707628.0|2021-04-04 00:53:49.624|major purchases|0.065
4740601557760870279|71498998.0|71498998.0|2021-04-04 01:00:15.051|funerals|0.015
4740601557760871567|12135893.0|12135893.0|2021-04-04 03:25:00.251|investing|0.041
4740601557760870701|29187843.0|29187843.0|2021-04-04 06:11:27.12|vacations|0.092
128915539333482340|19278757.0|19278757.0|2021-04-04 07:42:46.082|education|0.007
4740883032737584417|19049308.0|19049308.0|2021-04-05 03:09:44.682|investing|0.055
4740883032737585824|26024065.0|26024065.0|2021-04-05 05:08:56.961|major purchases|0.059
4740883032737584269|4470115.0|4470115.0|2021-04-05 05:25:40.721|business ventures|0.064
129197014310191405|95824713.0|95824713.0|2021-04-05 08:30:40.118|other|0.048
4741164507714299924|42570815.0|42570815.0|2021-04-05 10:42:59.612|debt consolidation|0.083
4741164507714298624|73200391.0|73200391.0|2021-04-05 11:48:00.14|education|0.029
4741164507714299794|36874345.0|36874345.0|2021-04-05 22:24:29.353|medical expenses|0.055
4741164507714291724|28189792.0|28189792.0|2021-04-05 22:34:08.509|major purchases|0.095
4741164507714290438|58753069.0|58753069.0|2021-04-06 00:25:56.676|business ventures|0.055
4741164507714295873|14479363.0|14479363.0|2021-04-06 00:36:11.843|other|0.082
129478489286905070|5280093.0|5280093.0|2021-04-06 06:34:51.562|renovations|0.001
4741164507714292077|78948848.0|78948848.0|2021-04-06 08:15:45.621|medical expenses|0.031
4741445982691000944|57461668.0|57461668.0|2021-04-06 14:53:56.568|medical expenses|0.018
4741445982691003575|37189904.0|37189904.0|2021-04-06 14:55:29.582|investing|0.042
4741445982691004702|3692522.0|3692522.0|2021-04-06 22:33:45.687|business ventures|0.011
4741445982691004854|65544300.0|65544300.0|2021-04-07 02:01:24.679|other|0.059
129759964263615060|81746445.0|81746445.0|2021-04-07 03:23:28.57|weddings|0.051
4741445982691009979|20986848.0|20986848.0|2021-04-07 08:18:18.133|business ventures|0.067
4741445982691007329|97340995.0|97340995.0|2021-04-07 09:55:31.161|renovations|0.067
4741727457667718532|38275700.0|38275700.0|2021-04-07 16:02:05.111|renovations|0.021
4741727457667712950|64672019.0|64672019.0|2021-04-07 16:52:56.268|debt consolidation|0.047
4741727457667720587|16033085.0|16033085.0|2021-04-07 19:14:59.137|major purchases|0.002
4741727457667721726|59140448.0|59140448.0|2021-04-07 22:33:22.28|education|0.069
4741727457667715141|56890596.0|56890596.0|2021-04-08 03:29:33.8|weddings|0.026
130041439240325767|88478080.0|88478080.0|2021-04-08 07:34:34.341|renovations|0.079
4741727457667721264|62619147.0|62619147.0|2021-04-08 08:50:25.006|funerals|0.073
4742008932644431185|25546058.0|25546058.0|2021-04-08 11:24:16.772|education|0.075
4742008932644426352|46119938.0|46119938.0|2021-04-08 11:37:04.012|debt consolidation|0.077
130322914217035635|58987184.0|58987184.0|2021-04-08 14:24:53.861|weddings|0.09
4742008932644431269|51435904.0|51435904.0|2021-04-08 18:15:56.876|weddings|0.095
4742008932644422564|481505.0|481505.0|2021-04-09 01:08:17.748|funerals|0.032
130322914217037717|31280936.0|31280936.0|2021-04-09 03:59:07.664|major purchases|0.093
4742008932644431315|34340472.0|34340472.0|2021-04-09 04:28:51.757|renovations|0.008
4742290407621134191|61912471.0|61912471.0|2021-04-09 11:45:24.619|vacations|0.03
130604389193745373|65842376.0|65842376.0|2021-04-09 16:01:15.765|weddings|0.076
130604389193744622|443548.0|443548.0|2021-04-09 16:08:26.956|debt consolidation|0.014
4742290407621134095|92171467.0|92171467.0|2021-04-09 17:21:41.227|weddings|0.003
4742290407621133072|14630969.0|14630969.0|2021-04-10 01:20:47.436|renovations|0.01
130604389193745139|56663668.0|56663668.0|2021-04-10 01:24:48.876|medical expenses|0.097
130604389193747222|53159904.0|53159904.0|2021-04-10 01:35:57.505|major purchases|0.045
130604389193745890|86251117.0|86251117.0|2021-04-10 02:56:38.75|medical expenses|0.029
4742290407621135357|37817580.0|37817580.0|2021-04-10 09:05:10.685|education|0.076
130885864170458872|43903784.0|43903784.0|2021-04-10 11:15:22.061|education|0.049
4742571882597849507|27826091.0|27826091.0|2021-04-10 16:05:15.243|funerals|0.097
4742571882597850480|14155547.0|14155547.0|2021-04-10 16:40:50.899|major purchases|0.069
4742571882597846822|36288025.0|36288025.0|2021-04-10 22:19:17.461|weddings|0.027
4742571882597852368|20742707.0|20742707.0|2021-04-10 23:11:36.469|investing|0.058
130885864170458582|86116133.0|86116133.0|2021-04-10 23:43:41.527|debt consolidation|0.044
4742571882597850627|18801992.0|18801992.0|2021-04-11 00:08:11.545|medical expenses|0.06
130885864170455197|80124393.0|80124393.0|2021-04-11 03:13:24.557|vacations|0.01
4742571882597848291|65677166.0|65677166.0|2021-04-11 03:15:45.231|investing|0.088
130885864170460172|53100079.0|53100079.0|2021-04-11 04:41:14.257|debt consolidation|0.001
4742571882597853728|67213652.0|67213652.0|2021-04-11 07:57:40.395|vacations|0.096
4742571882597847052|35080495.0|35080495.0|2021-04-11 09:10:11.315|business ventures|0.022
130885864170455851|68795753.0|68795753.0|2021-04-11 09:52:42.921|major purchases|0.079
4742853357574555656|71572899.0|71572899.0|2021-04-11 10:15:44.302|vacations|0.039
4742853357574562454|83314629.0|83314629.0|2021-04-11 11:26:13.196|investing|0.056
131167339147169932|75014319.0|75014319.0|2021-04-11 12:26:13.341|funerals|0.044
131167339147167969|36110595.0|36110595.0|2021-04-11 12:40:17.913|business ventures|0.073
4742853357574559995|95164004.0|95164004.0|2021-04-11 17:35:12.145|other|0.082
4742853357574554555|74766503.0|74766503.0|2021-04-11 19:01:54.223|weddings|0.035
131167339147165703|665546.0|665546.0|2021-04-11 20:18:45.51|medical expenses|0.072
131167339147166222|39962674.0|39962674.0|2021-04-11 20:20:34.262|other|0.008
4742853357574560094|68721148.0|68721148.0|2021-04-11 23:16:40.993|vacations|0.035
131167339147167610|54630582.0|54630582.0|2021-04-12 01:44:26.147|business ventures|0.057
4742853357574557736|11094090.0|11094090.0|2021-04-12 04:40:58.952|education|0.087
4742853357574558457|19592411.0|19592411.0|2021-04-12 04:46:15.972|vacations|0.089
4742853357574554827|21689503.0|21689503.0|2021-04-12 07:50:25.229|weddings|0.038
131448814123878553|67725929.0|67725929.0|2021-04-12 11:58:28.735|education|0.006
4743134832551270697|14625133.0|14625133.0|2021-04-13 00:13:56.266|investing|0.028
4743134832551269534|43865338.0|43865338.0|2021-04-13 05:30:33.275|business ventures|0.047
131448814123876964|49261992.0|49261992.0|2021-04-13 06:40:07.478|medical expenses|0.047
4743134832551273921|81518756.0|81518756.0|2021-04-13 07:06:11.955|funerals|0.03
4743134832551264590|22494493.0|22494493.0|2021-04-13 08:07:47.915|business ventures|0.09
4743134832551268907|1143665.0|1143665.0|2021-04-13 08:28:06.696|education|0.097
4743416307527976060|81719746.0|81719746.0|2021-04-13 10:44:34.312|debt consolidation|0.027
131730289100588455|42403208.0|42403208.0|2021-04-13 12:15:01.317|debt consolidation|0.072
131730289100590261|31501585.0|31501585.0|2021-04-13 15:29:03.134|major purchases|0.033
131730289100592149|91014114.0|91014114.0|2021-04-13 18:41:57.264|debt consolidation|0.091
4743416307527975921|60956517.0|60956517.0|2021-04-13 20:44:18.414|renovations|0.007
4743416307527982987|1872558.0|1872558.0|2021-04-14 08:18:05.831|medical expenses|0.084
4743697782504694718|76524653.0|76524653.0|2021-04-14 11:29:50.168|investing|0.027
132011764077299223|26680327.0|26680327.0|2021-04-14 13:28:20.527|vacations|0.07
4743697782504688098|90232980.0|90232980.0|2021-04-14 20:03:15.876|other|0.031
4743697782504688668|81284198.0|81284198.0|2021-04-14 20:44:11.81|other|0.099
4743697782504694386|35315429.0|35315429.0|2021-04-14 23:07:21.408|business ventures|0.014
4743697782504685785|91229034.0|91229034.0|2021-04-15 08:08:54.422|medical expenses|0.044
4743979257481398176|35551275.0|35551275.0|2021-04-15 15:20:19.882|investing|0.065
4743979257481405144|62323786.0|62323786.0|2021-04-15 16:19:19.078|debt consolidation|0.003
4743979257481399746|94613525.0|94613525.0|2021-04-15 21:19:20.23|major purchases|0.037
132293239054010918|95351920.0|95351920.0|2021-04-16 02:01:55.115|funerals|0.002
132293239054013112|81634602.0|81634602.0|2021-04-16 05:39:16.098|business ventures|0.044
4743979257481405218|56194023.0|56194023.0|2021-04-16 07:35:12.959|medical expenses|0.004
4743979257481402661|82235430.0|82235430.0|2021-04-16 09:09:50.476|other|0.059
4744260732458108707|30082558.0|30082558.0|2021-04-16 17:11:02.447|investing|0.062
132574714030719460|7934593.0|7934593.0|2021-04-16 21:29:22.591|renovations|0.019
132574714030719495|87693356.0|87693356.0|2021-04-16 23:32:22.476|debt consolidation|0.063
4744260732458110925|74355213.0|74355213.0|2021-04-17 06:08:15.114|vacations|0.05
132574714030719159|62133329.0|62133329.0|2021-04-17 07:11:03.857|renovations|0.097
132856189007430251|10553398.0|10553398.0|2021-04-17 13:19:20.526|funerals|0.08
4744542207434824439|44829137.0|44829137.0|2021-04-17 21:49:17.666|investing|0.027
132856189007432159|83925798.0|83925798.0|2021-04-18 00:50:49.307|renovations|0.005
4744542207434825151|74110073.0|74110073.0|2021-04-18 04:52:16.749|renovations|0.094
4744542207434828123|30752611.0|30752611.0|2021-04-18 06:18:26.552|vacations|0.076
4744542207434819483|17748823.0|17748823.0|2021-04-18 07:05:24.266|debt consolidation|0.05
132856189007430241|74092493.0|74092493.0|2021-04-18 08:03:36.521|major purchases|0.064
4744542207434826828|23225145.0|23225145.0|2021-04-18 09:30:23.715|investing|0.03
4744823682411538828|47681582.0|47681582.0|2021-04-18 11:01:42.402|medical expenses|0.092
133137663984141049|68000951.0|68000951.0|2021-04-18 11:39:46.075|renovations|0.03
4744823682411531653|11354370.0|11354370.0|2021-04-18 12:37:32.851|vacations|0.089
4744823682411531520|80468344.0|80468344.0|2021-04-18 16:26:18.483|renovations|0.095
4744823682411529349|64308199.0|64308199.0|2021-04-18 16:47:28.726|education|0.099
4744823682411532433|78323910.0|78323910.0|2021-04-18 17:30:57.149|major purchases|0.046
4744823682411534515|34758943.0|34758943.0|2021-04-18 17:55:38.889|other|0.042
4744823682411530005|43886375.0|43886375.0|2021-04-18 17:55:49.553|other|0.059
4744823682411536080|60825557.0|60825557.0|2021-04-19 01:44:57.866|other|0.076
4744823682411536587|36147822.0|36147822.0|2021-04-19 10:00:23.631|education|0.052
4744823682411531499|50823363.0|50823363.0|2021-04-19 10:06:16.804|funerals|0.01
4745105157388247096|91043168.0|91043168.0|2021-04-19 13:23:59.382|weddings|0.09
133419138960855588|64278857.0|64278857.0|2021-04-19 15:30:15.983|other|0.032
4745105157388240060|18857697.0|18857697.0|2021-04-19 18:19:43.221|investing|0.044
133419138960854199|37189904.0|37189904.0|2021-04-19 22:53:50.237|investing|0.042
133419138960854745|97811226.0|97811226.0|2021-04-20 00:19:27.643|business ventures|0.007
4745105157388247012|66750926.0|66750926.0|2021-04-20 01:03:30.567|funerals|0.085
4745105157388239740|71487599.0|71487599.0|2021-04-20 04:56:30.505|weddings|0.052
4745386632364951754|99942356.0|99942356.0|2021-04-20 12:33:03.388|other|0.057
4745386632364957423|65946876.0|65946876.0|2021-04-20 13:18:11.941|debt consolidation|0.098
4745386632364958371|40381519.0|40381519.0|2021-04-20 14:53:04.226|medical expenses|0.094
4745386632364956269|95568601.0|95568601.0|2021-04-20 20:02:09.732|vacations|0.09
133700613937561829|15788437.0|15788437.0|2021-04-21 02:47:58.497|vacations|0.027
4745386632364952301|81524315.0|81524315.0|2021-04-21 06:07:36.968|business ventures|0.029
4745386632364954671|72043092.0|72043092.0|2021-04-21 06:58:54.843|education|0.082
133700613937563672|85355555.0|85355555.0|2021-04-21 09:42:17.539|renovations|0.039
4745668107341663549|42961938.0|42961938.0|2021-04-21 18:30:29.786|investing|0.013
133982088914273638|53820165.0|53820165.0|2021-04-21 21:56:36.297|weddings|0.076
4745668107341666318|71123418.0|71123418.0|2021-04-22 02:02:58.887|funerals|0.018
4745668107341661535|88850054.0|88850054.0|2021-04-22 09:32:42.138|vacations|0.091
133982088914276962|16119362.0|16119362.0|2021-04-22 09:55:29.747|weddings|0.06
4745949582318379001|75335494.0|75335494.0|2021-04-22 11:34:27.473|other|0.019
4745949582318380648|6589470.0|6589470.0|2021-04-22 21:04:29.8|renovations|0.004
4745949582318377905|69305467.0|69305467.0|2021-04-22 21:13:44.145|vacations|0.023
4745949582318377887|50278101.0|50278101.0|2021-04-23 00:28:57.355|business ventures|0.092
4745949582318375934|81366318.0|81366318.0|2021-04-23 06:34:39.801|investing|0.034
134263563890984790|80277318.0|80277318.0|2021-04-23 08:03:50.171|medical expenses|0.059
4746231057295091883|533096.0|533096.0|2021-04-23 12:53:46.591|weddings|0.053
134545038867693805|17610996.0|17610996.0|2021-04-23 18:40:53.842|renovations|0.098
4746231057295083081|26873685.0|26873685.0|2021-04-23 19:20:46.566|medical expenses|0.06
134545038867695358|95997904.0|95997904.0|2021-04-23 19:55:13.783|debt consolidation|0.084
4746231057295091165|53513910.0|53513910.0|2021-04-24 04:33:19.872|investing|0.086
134545038867695122|37033398.0|37033398.0|2021-04-24 07:16:05.529|renovations|0.031
4746231057295082984|94918362.0|94918362.0|2021-04-24 09:38:47.211|debt consolidation|0.014
134826513844408090|32109860.0|32109860.0|2021-04-24 12:43:36.795|investing|0.006
134826513844406434|36263257.0|36263257.0|2021-04-24 13:45:23.065|major purchases|0.01
4746512532271802651|86465381.0|86465381.0|2021-04-24 15:47:44.618|major purchases|0.099
4746512532271799256|79990615.0|79990615.0|2021-04-24 16:22:45.754|renovations|0.046
4746512532271797795|18817003.0|18817003.0|2021-04-24 23:07:17.211|weddings|0.082
4746512532271794996|73122894.0|73122894.0|2021-04-25 00:15:11.523|renovations|0.056
4746512532271794708|117817.0|117817.0|2021-04-25 01:44:27.958|business ventures|0.017
4746512532271792918|78456020.0|78456020.0|2021-04-25 04:10:55.083|business ventures|0.072
4746512532271798208|14038595.0|14038595.0|2021-04-25 05:25:20.926|medical expenses|0.046
134826513844407792|13254981.0|13254981.0|2021-04-25 06:02:55.411|medical expenses|0.082
4746794007248512659|97968107.0|97968107.0|2021-04-25 10:56:42.706|medical expenses|0.008
135107988821116624|62684941.0|62684941.0|2021-04-25 12:58:14.455|debt consolidation|0.042
