createTime|dependencyTime|fromId|toId|relation
1671821129221|1666759679079|19791209305021|28587302324097|siblings
1671824343038|1666309349002|21990232562338|28587302327542|siblings
1671826125198|1662480698803|26388279071283|6597069771820|friends
1671827107920|1668996832390|28587302327201|28587302327886|siblings
1671827113617|1641480549483|19791209305741|19791209304709|business associate
1671828535398|1662234037527|8796093028054|26388279067778|parents
1671834333784|1670875498640|30786325584893|8796093028817|parents
1671837331033|1658372527043|26388279073105|17592186047836|friends
1671837557145|1669957131790|13194139538226|30786325579478|business associate
1671845412073|1671154471393|30786325579200|15393162792222|other relatives
1671850850325|1665114928821|28587302327687|8796093023332|siblings
1671852806236|1669390620096|24189255817795|30786325582788|friends
1671856485667|1671602108924|2068|30786325580329|business associate
1671856927906|1668564737943|28587302324475|15393162790269|parents
1671860685549|1670687681028|30786325584084|26388279072282|business associate
1671863182745|1670937801063|30786325583869|10995116279562|siblings
1671865601146|1669894009765|30786325583156|21990232558212|parents
1671865976012|1652721141079|10995116278627|24189255818252|siblings
1671869415023|1661211985815|26388279074553|6597069774403|business associate
1671872698593|1664812984014|10995116279024|28587302327886|parents
1671876072297|1668271273832|17592186049621|28587302327421|siblings
1671876875495|1671804680157|30786325584607|10995116279311|siblings
1671878595153|1670469243094|24189255817894|30786325579639|parents
1671883063527|1671781774791|2199023258149|30786325582614|parents
1671885212080|1670412913903|24189255813602|30786325579533|business associate
1671889112536|1637373777242|19791209306511|6597069773107|siblings
1671891747708|1670765252974|2199023259958|30786325580870|business associate
1671894055802|1671541094309|30786325578738|26388279074093|parents
1671900625751|1642729712324|19791209305642|17592186051870|other relatives
1671906101442|1658191002795|4398046512058|26388279071092|business associate
1671906482046|1662406595795|26388279067462|26388279069799|business associate
1671910426916|1667189720176|15393162790991|28587302325323|friends
1671914795405|1671128362099|24189255817381|30786325582428|other relatives
1671915568905|1660993147173|7126|26388279068630|business associate
1671920005493|1657767192267|26388279074248|15393162789296|parents
1671923403099|1657022228826|26388279069393|24189255819003|business associate
1671926446792|1668784935196|21990232557012|28587302326856|business associate
1671928021115|1671013322322|30786325584222|2199023256040|friends
1671936573180|1665667692424|28587302323090|2199023259395|friends
1671939031942|1671518750107|30786325579930|21990232563273|friends
1671940232837|1668395318781|21990232558432|28587302322863|parents
1671941394710|1665667692424|4398046515069|28587302323090|other relatives
1671944253991|1649999044702|24189255811723|15393162791479|siblings
1671944958341|1671512970860|30786325580397|4398046516056|friends
1671946196010|1669092892564|28587302325112|6597069772424|friends
1671947138600|1670537221243|30786325583608|21990232558434|siblings
1671949745382|1667421375560|28587302326623|28587302326432|siblings
1671959285375|1670765252974|30786325580870|17592186044478|siblings
1671961593212|1669897573738|30786325584691|19791209306434|business associate
1671962702473|1670074661542|17592186050364|30786325583134|siblings
1671966427406|1661894000513|26388279073502|2199023259507|parents
1671969607874|1634635610442|17592186051091|2199023261702|parents
1671972105723|1669923177630|30786325582293|13194139536020|parents
1671986226865|1670224039129|30786325578724|19791209305005|parents
1671987706617|1652029204877|24189255817184|10995116284546|siblings
1671988349298|1664141482526|28587302324785|10995116284067|friends
1671993236321|1670739725907|17592186046271|30786325580886|other relatives
1671995144676|1656162197582|24189255815129|6597069767580|parents
1671996763923|1653865904639|24189255816082|8796093025182|friends
1672000369727|1635733682381|17592186049164|4398046511504|siblings
1672002781459|1649691239463|17592186050059|21990232557650|business associate
1672011259146|1595949118249|2199023262706|4398046517722|parents
1672018372022|1660816640133|26388279071723|15393162789726|friends
1672018423386|1663565040020|28587302328094|26388279069533|friends
1672027426365|1646033976186|8796093022495|21990232560900|friends
1672030417601|1662436236036|26388279070879|19791209302657|friends
1672034989177|1632778508700|17592186047517|4398046515171|parents
1672037738955|1655273559572|8796093026982|24189255813336|friends
1672038412199|1672021336247|3056|30786325582097|business associate
1672038448880|1671830367669|4398046515840|30786325580244|business associate
1672040539910|1668975544882|26388279070132|28587302328161|siblings
1672043698875|1643013267812|13194139536667|19791209302558|friends
1672045186225|1638667458225|19791209302967|6597069771365|siblings
1672045291434|1671713240545|21990232561879|30786325585384|friends
1672047012377|1671857674767|8796093025806|30786325579098|friends
1672050274255|1671804841824|30786325585394|19791209302732|siblings
1672056278017|1671481920436|19791209300858|30786325581638|parents
1672057459785|1671966305734|10995116283022|30786325580537|business associate
1672069613846|1671085063975|30786325584576|21990232562997|friends
1672069786252|1628952531922|15393162793974|13194139537013|friends
1672073166832|1654093336501|24189255811824|2199023257351|siblings
1672075661167|1644473733011|4644|21990232561037|business associate
1672078558158|1655710829262|17592186046486|24189255812819|friends
1672081029740|1668271273832|17592186045383|28587302327421|siblings
1672083196441|1671620051280|30786325582606|21990232559421|friends
1672084687307|1604721805996|3239|8796093022370|friends
1672085675824|1671252242488|1552|30786325581866|siblings
1672089530728|1667601471306|28587302325021|10995116280234|friends
1672093213074|1671282509900|30786325582206|17592186049129|parents
1672100081221|1624565918007|15393162795974|15393162789365|siblings
1672103653555|1669538712519|30786325580118|2179|business associate
1672106243451|1646055224838|10995116279872|21990232561322|other relatives
1672109419525|1670335659898|30786325581529|13194139537836|other relatives
1672109460944|1669957131790|30786325579478|17592186048105|parents
1672110640846|1613127830010|10995116283890|6362|friends
1672113933345|1661037132467|8796093023481|26388279071837|parents
1672116134269|1672021336247|21990232560219|30786325582097|parents
1672121551093|1669175858816|28587302328213|21990232557774|friends
1672122446621|1671602108924|24189255812234|30786325580329|parents
1672125258377|1662391637838|2199023255808|26388279070163|siblings
1672133514217|1671556758585|30786325579954|24189255812669|friends
1672133943706|1648871732821|21990232560201|10995116280448|parents
1672134018774|1661828171210|26388279067335|2199023256813|other relatives
1672134421996|1667151506138|28587302330072|28587302323623|siblings
1672137071295|1671556758585|30786325579954|10995116279881|business associate
1672138157450|1672134234809|19791209301628|30786325582729|parents
1672139087978|1638617306848|19791209306704|6597069767229|business associate
1672140167815|1671830367669|30786325580244|4365|business associate
1672141057804|1668599084291|28587302322800|13194139541132|parents
1672143224376|1669579813406|30786325584488|28587302328575|friends
1672147677891|1661096196630|26388279074433|13194139533693|friends
1672154768622|1668728884527|26388279074308|28587302322521|other relatives
1672160671652|1635559680431|15393162792792|17592186047706|siblings
1672165028134|1671857674767|8796093024201|30786325579098|business associate
1672165172703|1670076840568|30786325581490|10995116285371|siblings
1672166734876|1645260029282|21990232563411|10995116283053|friends
1672167065874|1671898084830|28587302327715|30786325583848|business associate
1672175625296|1671230075096|30786325583434|15393162791136|parents
1672179060191|1605213533707|4398046514903|8796093023975|siblings
1672180868145|1671928344795|30786325582598|8796093023393|siblings
1672191553658|1634812491196|17592186046456|2199023260964|siblings
1672192768313|1654365454396|24189255814343|17592186048551|friends
1672194786104|1660618245883|2586|26388279066851|business associate
1672196506189|1672179160554|10995116283309|30786325579566|friends
1672197425032|1668172699694|28587302322411|10995116277915|parents
1672198989911|1661555084537|26388279069832|21990232560682|friends
1672199793044|1660025350627|26388279071885|15393162796768|siblings
1672200893729|1672081445388|30786325580916|17592186047405|friends
1672204539758|1670014603068|30786325580201|6597069768150|parents
1672208176810|1672100663100|30786325579254|24189255817247|parents
1672208797691|1671439727723|30786325582098|4398046516694|parents
1672209796845|1672134234809|26388279071042|30786325582729|siblings
1672210234834|1670714420228|8796093023250|30786325578436|other relatives
1672214263330|1653400601992|24189255811414|21990232559768|siblings
1672215130597|1669626885001|30786325582675|17592186052313|business associate
1672217049062|1642619799602|6597069767000|19791209305688|friends
1672219607011|1666195963151|6597069769628|28587302329478|friends
1672221214145|1671175988720|24189255814067|30786325584435|parents
1672222494479|1663871325320|4398046518928|28587302324185|siblings
1672230553840|1656389121966|26388279068523|2199023257598|business associate
1672230818183|1671704499856|30786325584313|28587302322980|business associate
1672231820703|1660529912824|26388279068868|15393162789550|parents
1672246998975|1661436744533|6597069769150|26388279068010|business associate
1672248271682|1668109325411|28587302327034|17592186050156|other relatives
1672248695517|1672092165805|28587302325186|30786325580951|siblings
1672248988770|1671291014693|30786325581682|1764|friends
1672253077391|1671703935620|6597069768857|30786325582535|friends
1672260116326|1658194796633|26388279071516|17592186049073|friends
1672261714659|1646918766799|21990232559061|4398046511407|siblings
1672266181830|1652192744660|24189255815824|4398046514454|friends
1672271400697|1671002216714|17592186047891|30786325580469|business associate
1672273563689|1672092165805|30786325580951|2199023262209|friends
1672273898391|1670722035922|17592186051597|30786325580799|siblings
1672274529883|1628557785955|13194139535853|15393162789200|parents
1672277903080|1654662658175|10995116284262|24189255818576|parents
1672278131208|1664173925967|28587302325878|4398046516151|business associate
1672283483772|1671391334147|2199023255560|30786325584219|friends
1672286655670|1636085343243|17592186050808|10995116282287|other relatives
1672288279864|1635073414413|7322|17592186044431|business associate
1672299996725|1648964048662|21990232561351|21990232562393|siblings
1672302109038|1668577146141|28587302325902|21990232558191|friends
1672302613150|1670175691745|30786325580460|17592186051158|friends
1672307500116|1670957850895|30786325579784|17592186051167|parents
1672308258410|1663165693770|28587302328737|15393162794856|business associate
1672309914058|1659430173868|26388279074331|4398046514368|parents
1672310375062|1669616765062|6597069773077|30786325583056|friends
1672310952713|1669061021821|4398046517683|28587302322435|siblings
1672320260174|1671804680157|24189255812234|30786325584607|siblings
1672321658690|1667660881930|28587302327578|24189255816534|other relatives
1672322543908|1624003614140|15393162794148|2199023261987|business associate
1672323599699|1669849704228|30786325583149|15393162792361|friends
1672327479470|1669517307661|30786325584641|4398046516980|business associate
1672328803330|1650132866197|24189255818849|15393162795241|friends
1672329934283|1670887141237|30786325582674|4398046512329|siblings
1672330972657|1639841297926|19791209305618|15393162795234|parents
1672334698765|1661645658353|26388279071697|4398046513145|parents
1672339678839|1664559408621|28587302323493|13194139540533|friends
1672343176063|1616839731182|8796093022225|10995116283844|friends
1672345354008|1670268016882|21990232557544|30786325578653|other relatives
1672354079481|1616059287646|10995116279238|6597069770495|parents
1672355386002|1672256583012|13194139539435|30786325583773|friends
1672356443289|1613295790496|10995116278450|10995116279859|other relatives
1672359004405|1668991760866|4398046514887|28587302327846|siblings
1672359350609|1672081445388|30786325580916|19791209304434|friends
1672366208299|1664202124542|28587302324048|17592186045793|friends
1672366257525|1671804841824|30786325585394|8796093029029|friends
1672366651385|1667761546205|28587302326905|13194139536218|other relatives
1672370418545|1672266361755|30786325583779|17592186051141|siblings
1672372953990|1616894849169|10995116285615|6597069774079|siblings
1672372960796|1660935777883|15393162790752|26388279069144|siblings
1672377297402|1672249044391|30786325580120|15393162793128|friends
1672382230508|1672100663100|30786325579254|10995116282610|friends
1672385982244|1670945919124|30786325580058|15393162795781|parents
1672387477630|1669856306174|15393162789976|30786325578501|business associate
1672390534864|1652649728886|24189255818028|8796093023916|business associate
1672394013102|1672021336247|30786325582097|28587302327182|friends
1672398152570|1669011178201|28587302328346|6900|siblings
1672403001847|1672214987536|30786325579743|21990232556879|friends
1672405868583|1671939881107|2199023255765|30786325580305|parents
1672408075398|1631790750148|17592186051399|13194139534021|other relatives
1672408088216|1667976706889|28587302323406|8796093022387|parents
1672420648999|1640674114738|4398046516097|19791209301776|parents
1672421513760|1672266361755|30786325583779|19791209302374|business associate
1672423502218|1670945919124|30786325580058|24189255816270|siblings
1672424285546|1671804680157|6597069767083|30786325584607|parents
1672430326305|1669816044609|30786325582636|8796093028684|business associate
1672430420928|1672419728561|4398046518823|30786325580584|business associate
1672431084993|1668109325411|6597069768739|28587302327034|business associate
1672433276851|1599614801835|6597069774328|3663|siblings
1672433488665|1672400996839|15393162793944|30786325581535|parents
1672438027850|1671979690835|17592186051403|30786325584966|parents
1672439788645|1614278587822|10995116282112|4398046517174|friends
1672442419843|1650394741258|24189255813899|15393162795658|other relatives
1672445351852|1668077732333|28587302328148|10995116283022|friends
1672445560190|1656542232541|26388279072645|4398046517345|other relatives
1672449749702|1665888430787|28587302327786|15393162791543|friends
1672453197003|1671703935620|4398046516151|30786325582535|other relatives
1672461269531|1671692153739|30786325580839|15393162795548|friends
1672462617578|1671966305734|17592186049155|30786325580537|friends
1672464959367|1671781774791|30786325582614|4101|friends
1672466307490|1659000988120|26388279073629|19791209305878|friends
1672468601113|1671747190489|30786325580523|17592186047894|siblings
1672480660819|1672398385823|30786325584021|28587302326437|other relatives
1672484456232|1671713240545|2199023256380|30786325585384|parents
1672485596733|1670010086989|19791209301503|30786325580039|other relatives
1672486770525|1671979690835|30786325584966|6597069770884|parents
1672487272143|1672096153806|5555|30786325585396|business associate
1672487885018|1672100663100|13194139533843|30786325579254|business associate
1672490052911|1670335659898|30786325581529|13194139538919|friends
1672495388209|1670765252974|30786325580870|24189255816983|friends
1672498444119|1665402154466|28587302329041|19791209303165|parents
1672508465688|1635004242690|17592186046723|10995116280985|siblings
1672508920449|1672221098968|30786325581756|24189255817596|business associate
1672514173038|1669011178201|28587302328346|17592186046795|business associate
1672516914441|1668817848297|13194139541114|28587302329966|parents
1672518313122|1672179145453|24189255818636|30786325584993|friends
1672522399467|1660677988070|15393162796212|26388279073141|parents
1672522936439|1672348082343|10995116284825|30786325582587|other relatives
1672525935758|1658511420286|10995116280465|26388279067741|business associate
1672527387595|1671158296265|28587302325691|30786325582840|other relatives
1672529387998|1671804680157|30786325584607|4398046518712|parents
